Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status,Payment_Date_DT
PAY0001838,INV0002706,STU001344,2021-05-10,Card,11402000,TXN-12269728XO,Successful,2021-05-10
PAY0001839,INV0001852,STU000411,2026-07-08,Card,13480000,TXN-76643809IJ,Successful,2026-07-08
PAY0001840,INV0000576,STU000028,2027-12-19,Bank Transfer,20196000,TXN-94288096FE,Pending,2027-12-19
PAY0001841,INV0002360,STU001350,2026-01-14,E-Wallet,7587000,TXN-45039093RR,Successful,2026-01-14
PAY0001842,INV0000968,STU000272,2022-09-29,Bank Transfer,4254000,TXN-20511957HN,Reversed,2022-09-29
PAY0001843,INV0002672,STU000575,2022-12-27,E-Wallet,3942000,TXN-39579600DX,Successful,2022-12-27
PAY0001844,INV0001519,STU001267,2029-03-21,Bank Transfer,6672000,TXN-62694084PR,Failed,2029-03-21
PAY0001845,INV0000566,STU000534,2025-08-13,Cash,14503000,TXN-88194905PQ,Successful,2025-08-13
PAY0001846,INV0000517,STU000728,2021-05-21,Cash,19889000,TXN-91330343EK,Failed,2021-05-21
PAY0001847,INV0001927,STU000401,2024-11-13,Bank Transfer,14438000,TXN-83057111BZ,Successful,2024-11-13
PAY0001848,INV0002271,STU000810,2023-08-23,Card,9923000,TXN-30301680SB,Successful,2023-08-23
PAY0001849,INV0000487,STU000034,2026-01-31,Bank Transfer,17165000,TXN-49256537SK,Successful,2026-01-31
PAY0001850,INV0002484,STU001258,2028-10-03,Cash,23253000,TXN-46198618JP,Successful,2028-10-03
PAY0001851,INV0000327,STU001391,2027-03-10,E-Wallet,9615000,TXN-48999287LW,Successful,2027-03-10
PAY0001852,INV0001340,STU001138,2023-04-20,Card,21296000,TXN-69585768AY,Reversed,2023-04-20
PAY0001853,INV0001600,STU000757,2028-02-09,E-Wallet,10390000,TXN-82802652LZ,Successful,2028-02-09
PAY0001854,INV0001165,STU000384,2024-03-25,Card,12326000,TXN-20672771XJ,Successful,2024-03-25
PAY0001855,INV0001710,STU000296,2025-12-01,Cash,10471000,TXN-48097975ME,Successful,
PAY0001856,INV0001128,STU000738,2025-06-15,E-Wallet,15909000,TXN-15593828KH,Successful,2025-06-15
PAY0001857,INV0001382,STU001457,2025-04-16,Bank Transfer,17827000,TXN-10234346RJ,Successful,2025-04-16
PAY0001858,INV0002351,STU000234,2022-03-31,Bank Transfer,23705000,TXN-05249253SO,Successful,2022-03-31
PAY0001859,INV0000662,STU000916,2023-11-19,Cash,7665000,TXN-44598048JN,Successful,2023-10-21
PAY0001860,INV0002934,STU000856,2024-08-10,Cash,9701000,TXN-57683610QI,Successful,2024-08-10
PAY0001861,INV0000088,STU000456,2024-12-22,Bank Transfer,8820000,TXN-69912629BS,Successful,2024-12-22
PAY0001862,INV0001821,STU000174,2023-01-26,E-Wallet,52655000,TXN-49174314JU,Successful,2023-01-26
PAY0001863,INV0002456,STU000146,2025-08-04,Bank Transfer,1930000,TXN-75010366PW,Successful,2025-08-04
PAY0001864,INV0001819,STU000235,2024-07-25,E-Wallet,16228000,TXN-46727392II,Successful,2024-07-25
PAY0001865,INV0002745,STU000300,2027-11-03,Bank Transfer,11651000,TXN-23840761RG,Pending,2027-11-03
PAY0001866,INV0001613,STU000587,2023-09-22,Cash,7713000,TXN-37806925QC,Successful,2023-09-22
PAY0001867,INV0001049,STU000776,2021-04-04,Card,7559000,TXN-89405529PD,Successful,2021-04-04
PAY0001868,INV0001319,STU000276,2023-12-26,E-Wallet,5793000,TXN-94598051EE,Successful,2023-12-26
PAY0001869,INV0002815,STU001256,2025-03-05,E-Wallet,17451000,TXN-37434898FB,Successful,2025-03-05
PAY0001870,INV0002910,STU000367,2023-12-15,E-Wallet,4641000,TXN-96683282OD,Successful,2023-12-15
PAY0001871,INV0000656,STU001430,2027-03-14,Cash,9122000,TXN-83088248KK,Successful,2027-03-14
PAY0001872,INV0000493,STU001019,2025-12-22,Cash,8223000,TXN-72940080JK,Successful,2025-12-22
PAY0001873,INV0002111,STU000187,2029-04-05,Bank Transfer,13203000,TXN-19096794OH,Reversed,2029-04-05
PAY0001874,INV0001963,STU001264,2026-08-23,Card,13555000,TXN-34242566HC,Successful,2026-08-23
PAY0001875,INV0002052,STU000289,2027-05-04,Cash,9120000,TXN-10908739TQ,Successful,2027-05-04
PAY0001876,INV0001983,STU000780,2028-07-25,E-Wallet,8174000,TXN-39584996LA,Successful,2028-07-25
PAY0001877,INV0002383,STU001209,2027-09-20,E-Wallet,9465000,TXN-89351523ZC,Successful,2027-09-20
PAY0001878,INV0002238,STU000855,2023-01-05,Cash,22641000,TXN-49818427BS,Successful,2023-01-05
PAY0001879,INV0002348,STU000243,2024-04-22,Cash,4575000,TXN-68939340OT,Successful,2024-04-22
PAY0001880,INV0000062,STU000178,2025-04-02,E-Wallet,6256000,TXN-77278909EM,Successful,2025-04-02
PAY0001881,INV0002671,STU000948,2025-02-06,E-Wallet,2925000,TXN-33863844IO,Successful,2025-02-06
PAY0001882,INV0001629,STU000133,2021-10-16,Cash,17715000,TXN-21034208WD,Successful,2021-10-16
PAY0001883,INV0000266,STU000428,2028-08-08,E-Wallet,16541000,TXN-20200651HL,Failed,2028-08-08
PAY0001884,INV0001657,STU001273,2021-04-09,Cash,9513000,TXN-59950000YV,Successful,2021-04-09
PAY0001885,INV0000693,STU000383,2027-08-16,Card,23203000,TXN-89649143IO,Successful,2027-08-16
PAY0001886,INV0000438,STU001328,2023-06-18,E-Wallet,17023000,TXN-94421409PQ,Successful,2023-06-18
PAY0001887,INV0001803,STU000484,2021-08-27,Bank Transfer,6806000,TXN-05387649EA,Successful,2021-08-27
PAY0001888,INV0002436,STU000747,2027-03-31,Card,23293000,TXN-34621898SR,Successful,2027-03-31
PAY0001889,INV0002381,STU001142,2022-10-14,Cash,19853000,TXN-12189515JE,Successful,2022-10-14
PAY0001890,INV0001487,STU000273,2024-12-13,E-Wallet,16987000,TXN-52380315BA,Successful,2024-12-13
PAY0001891,INV0002522,STU001465,2025-05-10,Bank Transfer,17835000,TXN-63443083WQ,Successful,2025-05-10
PAY0001892,INV0000865,STU000254,2026-04-21,Card,6201000,TXN-32799067KH,Failed,2026-04-21
PAY0001893,INV0001832,STU000045,2025-09-07,Cash,20317000,TXN-92089337WW,Successful,2025-09-07
PAY0001894,INV0001597,STU001079,2027-08-29,Cash,15070000,TXN-06077256XH,Successful,2027-08-29
PAY0001895,INV0000239,STU000902,2026-02-01,Bank Transfer,5460000,TXN-37422234FO,Failed,2026-02-01
PAY0001896,INV0000873,STU000713,2027-07-28,E-Wallet,11170000,TXN-79885829YC,Successful,2027-07-28
PAY0001897,INV0000365,STU001124,2024-08-15,E-Wallet,11118000,TXN-61038304GW,Successful,2024-07-14
PAY0001898,INV0000094,STU000861,2027-04-06,Card,20175000,TXN-24599938ON,Reversed,2027-04-06
PAY0001899,INV0002056,STU000362,2027-12-10,Bank Transfer,5218000,TXN-31519926HX,Reversed,2027-12-10
PAY0001900,INV0002575,STU000093,2027-08-30,E-Wallet,4486000,TXN-18448710OL,Successful,2027-08-30
PAY0001901,INV0002046,STU000814,2025-02-21,Card,7977000,TXN-64016117SY,Successful,2025-02-21
PAY0001902,INV0001503,STU001266,2023-09-22,Card,17272000,TXN-05537959LK,Successful,
PAY0001903,INV0000875,STU000282,2024-02-27,E-Wallet,2531000,TXN-08927319UI,Successful,2024-02-27
PAY0001904,INV0002525,STU001161,2025-08-30,Cash,8321000,TXN-44490673PJ,Pending,2025-08-30
PAY0001905,INV0000903,STU001037,2025-08-01,Cash,26233000,TXN-22233192TN,Successful,2025-08-01
PAY0001906,INV0001071,STU000002,2021-01-26,Card,17832000,TXN-19151525UC,Successful,2021-01-26
PAY0001907,INV0002146,STU001292,2029-05-17,Card,8859000,TXN-87282234DH,Successful,2029-05-17
PAY0001908,INV0001585,STU000551,2023-05-01,Bank Transfer,16898000,TXN-85791094KP,Successful,2023-05-01
PAY0001909,INV0001500,STU000655,2024-08-17,Cash,25941000,TXN-81743216VS,Successful,2024-08-17
PAY0001910,INV0001630,STU001429,2027-05-14,Cash,21008000,TXN-91709715MK,Pending,2027-05-14
PAY0001911,INV0000498,STU000983,2022-03-11,Cash,25800000,TXN-99396404EP,Failed,2022-03-11
PAY0001912,INV0002302,STU000921,2026-10-12,Card,6626000,TXN-11977824ZO,Successful,2026-10-12
PAY0001913,INV0001425,STU000299,2025-12-04,Cash,9104000,TXN-27839478FG,Successful,2025-12-04
PAY0001914,INV0000028,STU001432,2023-04-01,E-Wallet,20096000,TXN-26076873NX,Successful,2023-04-01
PAY0001915,INV0001921,STU000908,2026-08-10,Cash,5303000,TXN-71207502JO,Successful,2026-08-10
PAY0001916,INV0001201,STU000548,2027-09-04,Card,5860000,TXN-80784874QB,Successful,2027-09-04
PAY0001917,INV0002876,STU000775,2024-01-02,E-Wallet,26463000,TXN-93761184OI,Pending,2024-01-02
PAY0001918,INV0000519,STU000129,2022-04-01,Bank Transfer,13334000,TXN-42266559AP,Successful,2022-04-01
PAY0001919,INV0000879,STU000423,2025-12-18,E-Wallet,19644000,TXN-81018550FF,Successful,2025-12-18
PAY0001920,INV0002766,STU001075,2025-08-01,E-Wallet,1732000,TXN-15458623DM,Successful,2025-08-01
PAY0001921,INV0002591,STU000389,2025-05-17,E-Wallet,7514000,TXN-92128976YY,Successful,2025-05-17
PAY0001922,INV0000677,STU001076,2023-08-29,Bank Transfer,27584000,TXN-31687070HZ,Successful,2023-08-29
PAY0001923,INV0002652,STU000058,2026-12-08,E-Wallet,11810000,TXN-44776836FI,Successful,2026-12-08
PAY0001924,INV0000238,STU000822,2024-03-21,E-Wallet,10533000,TXN-35191782OL,Failed,2024-03-21
PAY0001925,INV0002768,STU000828,2026-12-19,Card,16799000,TXN-93914915HO,Successful,2026-12-19
PAY0001926,INV0001353,STU000561,2028-07-01,Card,18132000,TXN-16189425DK,Successful,2028-07-01
PAY0001927,INV0000132,STU000420,2024-02-04,Cash,4647000,TXN-62429265XV,Successful,2024-02-04
PAY0001928,INV0000681,STU001019,2025-05-29,E-Wallet,8790000,TXN-40311400YJ,Failed,
PAY0001929,INV0002718,STU000667,2021-11-17,E-Wallet,25514000,TXN-24973896AR,Successful,
PAY0001930,INV0001298,STU001400,2027-09-19,Card,28629000,TXN-94919384FL,Successful,2027-09-19
PAY0001931,INV0001013,STU001331,2022-12-25,Cash,5914000,TXN-57654359PY,Pending,2022-12-25
PAY0001932,INV0002814,STU000746,2029-05-25,Bank Transfer,11872000,TXN-63285432XJ,Successful,2029-05-25
PAY0001933,INV0000005,STU001308,2026-10-31,Bank Transfer,4462000,TXN-02835668EA,Successful,2026-10-31
PAY0001934,INV0000269,STU000511,2021-08-30,Bank Transfer,17510000,TXN-69444733ST,Successful,2021-08-30
PAY0001935,INV0001449,STU000413,2027-01-26,Cash,45710000,TXN-50921271IW,Successful,2027-01-26
PAY0001936,INV0000499,STU001293,2020-07-19,Card,8639000,TXN-69501735ER,Pending,2020-07-19
PAY0001937,INV0000217,STU001352,2022-11-04,Card,12695000,TXN-99185716ZO,Successful,2022-11-04
PAY0001938,INV0002880,STU000891,2023-05-08,Cash,15365000,TXN-32449110GP,Failed,2023-05-08
PAY0001939,INV0000100,STU001408,2021-04-16,Cash,14068000,TXN-47590661IU,Successful,2021-04-16
PAY0001940,INV0002605,STU000133,2021-07-02,Card,12768000,TXN-66623392CW,Successful,2021-07-02
PAY0001941,INV0001894,STU001413,2027-10-27,E-Wallet,4272000,TXN-97548694RX,Successful,2027-10-27
PAY0001942,INV0002409,STU000834,2026-10-15,E-Wallet,12429000,TXN-83943685TZ,Successful,2026-10-15
PAY0001943,INV0001748,STU001365,2022-05-25,Bank Transfer,4437000,TXN-93402012JS,Successful,2022-05-25
PAY0001944,INV0002014,STU000859,2025-01-29,E-Wallet,12661000,TXN-61828566LI,Successful,2025-01-29
PAY0001945,INV0000866,STU001001,2023-12-31,E-Wallet,6617000,TXN-91126048FE,Successful,2023-12-31
PAY0001946,INV0002578,STU000354,2020-02-11,Cash,10149000,TXN-31959556IV,Successful,2020-02-11
PAY0001947,INV0000370,STU000900,2020-08-14,Cash,10047000,TXN-73975947HX,Successful,2020-08-14
PAY0001948,INV0002601,STU000895,2023-09-27,Cash,12469000,TXN-69189665TD,Successful,
PAY0001949,INV0001060,STU001419,2028-01-17,Cash,9298000,TXN-78266268SG,Successful,2028-01-17
PAY0001950,INV0001926,STU001034,2026-04-19,E-Wallet,9979000,TXN-41151833PP,Successful,2026-04-19
PAY0001951,INV0002567,STU000743,2023-02-28,Bank Transfer,20653000,TXN-41930387GK,Successful,2023-02-28
PAY0001952,INV0000032,STU000589,2027-09-12,E-Wallet,8452000,TXN-33609160RB,Pending,
PAY0001953,INV0002480,STU000556,2022-09-05,Cash,8330000,TXN-64423427BI,Successful,2022-09-05
PAY0001954,INV0000257,STU000557,2022-07-21,Cash,26368000,TXN-45732702XI,Successful,2022-07-21
PAY0001955,INV0001104,STU001368,2024-08-26,Bank Transfer,21341000,TXN-57574272SE,Failed,2024-08-26
PAY0001956,INV0001222,STU000682,2022-12-03,Card,22457000,TXN-82141891SR,Successful,2022-12-03
PAY0001957,INV0001642,STU000050,2024-09-13,Cash,14335000,TXN-79904030GB,Successful,2024-09-13
PAY0001958,INV0001230,STU000788,2026-06-07,Cash,12913000,TXN-66123277AK,Successful,2026-06-07
PAY0001959,INV0002162,STU000496,2029-07-20,Card,3659000,TXN-75738962RO,Successful,2029-07-20
PAY0001960,INV0000966,STU000680,2025-11-27,Card,3445000,TXN-30123884RL,Successful,2025-11-27
PAY0001961,INV0002257,STU000177,2024-12-28,E-Wallet,3643000,TXN-99848950MA,Failed,2024-12-28
PAY0001962,INV0002653,STU000483,2021-10-19,Card,2778000,TXN-25018145SG,Successful,2021-10-19
PAY0001963,INV0000701,STU000767,2027-10-08,Cash,11814000,TXN-43949268WW,Successful,2027-10-08
PAY0001964,INV0000558,STU000112,2024-04-17,E-Wallet,18915000,TXN-56712305OF,Successful,2024-04-17
PAY0001965,INV0000755,STU000678,2021-08-09,Card,23585000,TXN-60352749SR,Successful,2021-08-09
PAY0001966,INV0002724,STU001247,2026-09-06,E-Wallet,13774000,TXN-74380724TY,Failed,2026-09-06
PAY0001967,INV0002205,STU000383,2027-09-02,Cash,10470000,TXN-77021144MR,Successful,2027-09-02
PAY0001968,INV0001049,STU000776,2021-05-20,Bank Transfer,3542000,TXN-06897535OG,Successful,2021-05-20
PAY0001969,INV0000030,STU000337,2023-09-17,Cash,2136000,TXN-82769123IE,Successful,2023-09-17
PAY0001970,INV0001580,STU001080,2026-02-20,Card,18423000,TXN-82431348CB,Successful,2026-02-20
PAY0001971,INV0001962,STU001349,2024-02-07,Card,12901000,TXN-15744236UE,Successful,2024-02-07
PAY0001972,INV0002766,STU001075,2025-07-11,Cash,1238000,TXN-03338914MB,Successful,2025-07-11
PAY0001973,INV0002423,STU000017,2025-11-30,Card,12672000,TXN-24886771GD,Successful,2025-11-30
PAY0001974,INV0001880,STU000818,2026-04-03,E-Wallet,15450000,TXN-46546388KS,Successful,2026-04-03
PAY0001975,INV0000697,STU000275,2023-10-03,E-Wallet,15689000,TXN-03665708SG,Successful,2023-10-03
PAY0001976,INV0001262,STU000712,2024-01-09,Bank Transfer,7003000,TXN-03713360GM,Successful,2024-01-09
PAY0001977,INV0000609,STU000992,2025-12-01,Cash,8147000,TXN-63442476NP,Successful,2025-12-01
PAY0001978,INV0000671,STU000111,2025-01-29,Card,4587000,TXN-36768620JR,Successful,2025-01-29
PAY0001979,INV0000945,STU001114,2026-01-20,Bank Transfer,6576000,TXN-42969927XW,Successful,2026-01-20
PAY0001980,INV0000895,STU000663,2024-10-25,Card,4651000,TXN-98165494YQ,Successful,2024-10-25
PAY0001981,INV0002653,STU000483,2021-07-24,Card,7457000,TXN-27128395FA,Successful,2021-07-24
PAY0001982,INV0000371,STU000669,2026-04-24,Card,9490000,TXN-70059069XQ,Successful,2026-04-24
PAY0001983,INV0000709,STU000270,2020-11-25,Bank Transfer,16607000,TXN-39552417NN,Successful,2020-11-25
PAY0001984,INV0000659,STU000435,2026-02-05,Cash,4820000,TXN-41919343DU,Successful,
PAY0001985,INV0002210,STU000402,2025-11-22,Card,11817000,TXN-07790027JZ,Successful,
PAY0001986,INV0001219,STU000563,2025-08-23,Cash,4879000,TXN-39078772VL,Successful,2025-08-23
PAY0001987,INV0002203,STU000448,2023-06-20,Card,18332000,TXN-30241569GL,Successful,2023-06-20
PAY0001988,INV0002483,STU000238,2022-08-18,Cash,5719000,TXN-37822560VO,Successful,2022-08-18
PAY0001989,INV0002032,STU000324,2022-08-10,Bank Transfer,21543000,TXN-30866911HW,Failed,2022-08-10
PAY0001990,INV0002732,STU000322,2027-04-21,Card,12563000,TXN-90778137MI,Successful,2027-04-21
PAY0001991,INV0001674,STU000090,2025-10-12,Card,7674000,TXN-94662380HM,Successful,2025-10-12
PAY0001992,INV0000957,STU000306,2022-08-01,E-Wallet,12281000,TXN-35175593UI,Successful,
PAY0001993,INV0002298,STU000675,2023-09-24,E-Wallet,18541000,TXN-42961782KT,Successful,2023-09-24
PAY0001994,INV0000506,STU001285,2028-11-14,E-Wallet,5945000,TXN-72964127ZU,Successful,2028-11-14
PAY0001995,INV0001299,STU000028,2027-02-26,Card,12865000,TXN-88286347OF,Successful,2027-02-26
PAY0001996,INV0000131,STU000406,2021-07-17,Card,8300000,TXN-63341159OR,Successful,2021-07-17
PAY0001997,INV0002980,STU000993,2025-09-09,Bank Transfer,14399000,TXN-78998872CX,Successful,2025-09-09
PAY0001998,INV0002620,STU000910,2027-05-11,Card,8037000,TXN-35005411KB,Successful,2027-05-11
PAY0001999,INV0002287,STU001350,2025-07-16,E-Wallet,10066000,TXN-92266299DI,Successful,2025-07-16
PAY0002000,INV0000527,STU000029,2024-01-14,Cash,5127000,TXN-97487615DY,Successful,2024-01-07
PAY0002001,INV0002399,STU001417,2025-05-29,Bank Transfer,13555000,TXN-23659939WH,Successful,2025-05-29
PAY0002002,INV0002349,STU001336,2023-03-27,Bank Transfer,8082000,TXN-67533373UP,Successful,2023-03-27
PAY0002003,INV0001608,STU001188,2026-06-13,Card,12236000,TXN-68988117FI,Reversed,2026-06-13
PAY0002004,INV0001008,STU000088,2025-04-17,E-Wallet,5184000,TXN-04962242LB,Successful,2025-04-17
PAY0002005,INV0002552,STU000932,2027-05-31,Card,21088000,TXN-74648834LP,Successful,2027-05-31
PAY0002006,INV0000959,STU000439,2021-11-22,E-Wallet,12295000,TXN-61874387XG,Successful,2021-11-22
PAY0002007,INV0001979,STU000003,2024-02-20,Bank Transfer,10594000,TXN-03240755IU,Successful,2024-02-20
PAY0002008,INV0001664,STU000761,2022-01-06,Card,15913000,TXN-40650932RD,Successful,2021-11-08
PAY0002009,INV0000068,STU000856,2023-06-18,Bank Transfer,7981000,TXN-02067931ZM,Successful,2023-06-18
PAY0002010,INV0000364,STU000487,2023-09-27,Card,9347000,TXN-18977880AN,Successful,2023-09-27
PAY0002011,INV0001658,STU000011,2024-12-26,E-Wallet,7615000,TXN-31979848TX,Successful,2024-12-26
PAY0002012,INV0000336,STU000551,2023-10-23,Bank Transfer,6089000,TXN-29733151QC,Successful,2023-10-23
PAY0002013,INV0002350,STU000791,2025-10-05,Bank Transfer,11312000,TXN-22263808SV,Successful,2025-10-05
PAY0002014,INV0001549,STU001111,2021-09-17,Card,6339000,TXN-29235140BB,Successful,
PAY0002015,INV0000302,STU000100,2028-03-13,Card,5882000,TXN-47120159HY,Successful,2028-03-13
PAY0002016,INV0000010,STU000117,2025-07-30,E-Wallet,16003000,TXN-23829953PS,Successful,2025-07-30
PAY0002017,INV0000198,STU000783,2025-07-25,Cash,3496000,TXN-83530127BO,Successful,2025-07-25
PAY0002018,INV0001791,STU000087,2027-02-23,E-Wallet,9103000,TXN-37058179VA,Successful,2027-02-23
PAY0002019,INV0000744,STU001187,2023-07-14,E-Wallet,11095000,TXN-08819874XZ,Successful,2023-07-14
PAY0002020,INV0000900,STU001152,2022-10-08,Bank Transfer,12952000,TXN-65933252DE,Pending,2022-10-08
PAY0002021,INV0002653,STU000483,2021-08-11,Card,2333000,TXN-96909950GO,Failed,2021-08-11
PAY0002022,INV0001570,STU000036,2021-07-22,Card,23615000,TXN-41214543VM,Pending,2021-07-22
PAY0002023,INV0002420,STU001320,2025-03-20,Bank Transfer,3743000,TXN-02238011HK,Successful,2025-03-20
PAY0002024,INV0002820,STU000949,2024-03-28,Card,5708000,TXN-66018908IW,Successful,2024-03-28
PAY0002025,INV0001589,STU000810,2020-11-30,Bank Transfer,11210000,TXN-20899550HK,Successful,2020-11-30
PAY0002026,INV0002398,STU000513,2024-03-13,Cash,14653000,TXN-33542993JU,Successful,2024-03-13
PAY0002027,INV0001951,STU001297,2022-07-15,Card,20268000,TXN-70575240TV,Pending,2022-07-15
PAY0002028,INV0002344,STU001470,2026-05-29,Cash,6663000,TXN-76733774EL,Successful,2026-04-16
PAY0002029,INV0002583,STU001379,2025-04-02,Bank Transfer,16669000,TXN-57354406IB,Successful,2025-04-02
PAY0002030,INV0001840,STU001221,2023-04-30,Cash,16054000,TXN-21174140FG,Successful,2023-04-30
PAY0002031,INV0000702,STU000301,2023-06-25,Card,8797000,TXN-17769721TT,Successful,2023-06-25
PAY0002032,INV0001232,STU001046,2025-05-08,Bank Transfer,2148000,TXN-21883527KT,Failed,2025-05-08
PAY0002033,INV0000211,STU001435,2027-05-04,Bank Transfer,7283000,TXN-29615498KB,Successful,2027-05-04
PAY0002034,INV0002292,STU000729,2023-05-30,Card,4300000,TXN-84276669YK,Successful,2023-05-30
PAY0002035,INV0001201,STU000548,2027-08-16,Cash,7217000,TXN-92701950QV,Successful,2027-07-04
PAY0002036,INV0000343,STU000996,2027-11-02,Card,3722000,TXN-82749992QJ,Successful,2027-11-02
PAY0002037,INV0001760,STU001173,2025-06-05,E-Wallet,19631000,TXN-11007482JZ,Successful,2025-06-05
PAY0002038,INV0002716,STU000056,2027-05-01,Cash,8852000,TXN-64834952NR,Successful,2027-05-01
PAY0002039,INV0001713,STU001364,2027-03-26,Bank Transfer,16399000,TXN-66160712GA,Pending,2027-03-26
PAY0002040,INV0002268,STU001011,2030-06-30,Bank Transfer,14291000,TXN-68341023YO,Successful,2030-06-30
PAY0002041,INV0002840,STU001268,2025-03-12,Bank Transfer,18183000,TXN-61363024KB,Successful,2025-03-12
PAY0002042,INV0002065,STU000516,2022-09-16,Cash,11053000,TXN-75736304VS,Successful,2022-09-16
PAY0002043,INV0001764,STU001482,2025-01-10,Card,10362000,TXN-97876282TB,Successful,2025-01-10
PAY0002044,INV0000045,STU001091,2021-12-21,Card,22021000,TXN-75771003AC,Successful,2021-12-21
PAY0002045,INV0001444,STU001345,2028-05-18,Cash,4732000,TXN-59070796EW,Failed,
PAY0002046,INV0001717,STU000878,2028-11-28,Bank Transfer,13471000,TXN-91017967WH,Successful,2028-11-28
PAY0002047,INV0001662,STU000824,2025-06-23,Bank Transfer,13370000,TXN-82136280DI,Successful,2025-06-23
PAY0002048,INV0001606,STU001092,2028-08-06,Card,6856000,TXN-82978215DB,Pending,2028-08-06
PAY0002049,INV0000887,STU001120,2026-03-18,Cash,9559000,TXN-93410665XK,Reversed,2026-03-18
PAY0002050,INV0002837,STU001411,2025-03-23,Card,3706000,TXN-08622550JA,Successful,2025-03-23
PAY0002051,INV0002080,STU000909,2028-05-26,Card,17588000,TXN-18430905SN,Successful,2028-05-26
PAY0002052,INV0002576,STU000018,2024-06-14,Cash,6465000,TXN-93003150SQ,Successful,2024-06-14
PAY0002053,INV0002891,STU001418,2026-12-16,Card,13109000,TXN-20973273PD,Successful,2026-12-16
PAY0002054,INV0001154,STU000209,2023-04-28,Bank Transfer,4053000,TXN-68173198GO,Successful,2023-04-28
PAY0002055,INV0002984,STU000373,2025-10-12,Card,1301000,TXN-05268071UH,Successful,2025-10-12
PAY0002056,INV0000968,STU000272,2022-11-27,Cash,4629000,TXN-39239329FR,Successful,2022-11-27
PAY0002057,INV0002850,STU000432,2029-06-15,Bank Transfer,8748000,TXN-88695512LQ,Successful,2029-06-15
PAY0002058,INV0001428,STU000969,2025-09-20,Card,6174000,TXN-75114905GT,Successful,2025-09-20
PAY0002059,INV0002553,STU000614,2023-11-02,E-Wallet,18646000,TXN-97126544II,Successful,2023-01-08
PAY0002060,INV0000696,STU000448,2025-05-04,Card,23451000,TXN-06178168WR,Successful,2025-05-04
PAY0002061,INV0001134,STU000480,2027-01-04,Bank Transfer,7996000,TXN-78804142WD,Successful,2027-01-04
PAY0002062,INV0002335,STU001083,2029-09-13,E-Wallet,5846000,TXN-52932537WF,Successful,2029-09-13
PAY0002063,INV0002549,STU000117,2026-09-04,Card,10215000,TXN-72033547LL,Pending,2026-09-04
PAY0002064,INV0002427,STU000701,2022-12-08,Cash,20829000,TXN-47034259GH,Successful,2021-11-28
PAY0002065,INV0001307,STU000583,2027-11-18,Card,4282000,TXN-88106161VY,Successful,2027-11-18
PAY0002066,INV0001745,STU000526,2024-10-08,Cash,3655000,TXN-32366623GF,Successful,2024-02-07
PAY0002067,INV0000796,STU000242,2029-08-21,Card,4140000,TXN-06328507FB,Successful,2029-08-21
PAY0002068,INV0000878,STU000880,2027-06-17,E-Wallet,14400000,TXN-72534289KU,Successful,2027-06-17
PAY0002069,INV0000196,STU000114,2025-04-24,Card,3774000,TXN-30313573WK,Failed,2025-04-24
PAY0002070,INV0001510,STU001374,2024-09-11,E-Wallet,3185000,TXN-46072532MI,Successful,2024-09-11
PAY0002071,INV0001408,STU000621,2025-04-09,Card,25778000,TXN-24881059SQ,Successful,2025-04-09
PAY0002072,INV0002591,STU000389,2025-04-16,E-Wallet,6599000,TXN-75863721HB,Successful,2025-04-16
PAY0002073,INV0001832,STU000045,2025-07-24,E-Wallet,18882000,TXN-02252269XU,Successful,
PAY0002074,INV0001094,STU000784,2025-02-15,Bank Transfer,5604000,TXN-41553345BN,Successful,2025-02-15
PAY0002075,INV0000215,STU000674,2027-06-02,E-Wallet,6481000,TXN-91385194SL,Successful,2027-06-02
PAY0002076,INV0000986,STU001206,2028-02-07,E-Wallet,19606000,TXN-98018702XT,Successful,2028-02-07
PAY0002077,INV0001894,STU001413,2027-10-22,E-Wallet,3218000,TXN-34015428LT,Successful,2027-10-22
PAY0002078,INV0001590,STU001004,2027-11-23,Cash,14495000,TXN-18604494HZ,Successful,2027-11-23
PAY0002079,INV0000377,STU000918,2027-10-10,E-Wallet,3786000,TXN-81118627DT,Successful,2027-10-10
PAY0002080,INV0000417,STU001201,2022-09-19,Cash,14807000,TXN-34712383OU,Successful,2022-09-19
PAY0002081,INV0002967,STU001057,2025-05-14,Bank Transfer,16280000,TXN-36491218FJ,Successful,2025-05-14
PAY0002082,INV0000657,STU000495,2027-08-05,Bank Transfer,10674000,TXN-50250720RT,Successful,2027-08-05
PAY0002083,INV0002811,STU000396,2026-11-15,E-Wallet,23461000,TXN-72389438YS,Successful,2026-11-15
PAY0002084,INV0000329,STU000222,2027-06-28,E-Wallet,13499000,TXN-81350284KW,Successful,2027-05-18
PAY0002085,INV0000630,STU001385,2025-08-23,E-Wallet,8848000,TXN-22283689TY,Successful,2025-08-23
PAY0002086,INV0002752,STU000645,2021-12-23,Cash,17570000,TXN-14132899MH,Pending,2021-12-23
PAY0002087,INV0001047,STU000087,2029-04-07,Cash,11531000,TXN-25461180LC,Successful,2029-04-07
PAY0002088,INV0002101,STU001056,2024-06-02,Card,3506000,TXN-14087500VS,Successful,2024-06-02
PAY0002089,INV0002143,STU000534,2026-07-09,E-Wallet,10004000,TXN-89134366HZ,Successful,2026-07-09
