Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0000898,DEP017,2023-06-09,Maintenance,Phạm Lê Công Ty Hợp Danh,Vì để nào đến.,56749000,Rejected,Cash
EXP0000899,DEP014,2025-05-31,Marketing,Đặng Vũ Công Ty Hợp Danh,Với nhiều này như cũng mỗi.,109258000,Approved,Cash
EXP0000900,DEP006,2023-01-30,Utilities,Nguyễn Và Mai Doanh Nghiệp Tư Nhân,Nào và của vẫn có thế người được khi.,67562000,Rejected,Cash
EXP0000901,DEP009,2025-11-16,Marketing,Phạm Công Ty Tnhh Mtv,Dưới tại đi cũng.,195768000,Rejected,Cash
EXP0000902,DEP006,2023-02-17,Marketing,Dương Và Mai Công Ty Tnhh,Của để từ có của với mỗi.,29055000,Rejected,Corporate Card
EXP0000903,DEP011,2024-01-11,Equipment,Phạm Đặng Công Ty Trách Nhiệm Hữu Hạn,Lớn một khiến nếu đã nếu vì là trong.,348075000,Rejected,Cash
EXP0000904,DEP019,2023-04-15,Maintenance,Trần Công Ty Hợp Danh,Để đó tại một.,134660000,Pending,Corporate Card
EXP0000905,DEP020,2025-05-30,Maintenance,Dương Và Phạm Doanh Nghiệp Tư Nhân,Từng sẽ sẽ mỗi nơi thay vậy.,137827000,Rejected,Bank Transfer
EXP0000906,DEP010,2024-04-30,Research,Trần Tập Đoàn,Vậy trong cũng cũng của vài không.,113560000,Pending,Bank Transfer
EXP0000907,DEP006,2025-03-31,Utilities,Mai Và Hoàng Doanh Nghiệp Tư Nhân,Từ gần về vậy thì.,88692000,Rejected,Corporate Card
EXP0000908,DEP019,2023-10-28,Equipment,Phạm Và Đối Tác Công Ty Cổ Phần,Giữa gần chưa chỉ có.,240464000,Approved,Corporate Card
EXP0000909,DEP017,2026-07-27,Research,Phạm Doanh Nghiệp Tư Nhân,Đã lớn cũng nhưng hơn nhưng.,228549000,Approved,Cash
EXP0000910,DEP019,2025-04-20,Marketing,Dương Và Phạm Công Ty Tnhh,Được lớn cách từ với lớn từ là.,141897000,Approved,Cash
EXP0000911,DEP007,2022-01-08,Utilities,Dương Và Lê Công Ty Tnhh Mtv,Như thế đến của bạn đúng cách tôi hơn.,22455000,Rejected,Corporate Card
EXP0000912,DEP005,2024-07-13,Scholarship,Trần Công Ty Tnhh,Mỗi số từ từ nhưng hoặc số.,135213000,Pending,Bank Transfer
EXP0000913,DEP013,2024-07-08,Research,Bùi Công Ty Tnhh Mtv,Từ rất vài vẫn vài đến đến.,388325000,Pending,Corporate Card
EXP0000914,DEP013,2023-05-31,Equipment,Vũ Tập Đoàn,Được giống nhưng như sau tại của rất.,399241000,Approved,Cash
EXP0000915,DEP017,2026-02-23,Office Supplies,Mai Công Ty Tnhh Mtv,Nơi thế vẫn về.,29607000,Approved,Bank Transfer
EXP0000916,DEP020,2023-09-09,Equipment,Phạm Tập Đoàn,Để giống đó từng.,217081000,Approved,Corporate Card
EXP0000917,DEP019,2026-02-18,Equipment,Lê Công Ty Tnhh Mtv,Hoặc hoặc sẽ không thay mỗi để tôi này.,378988000,Approved,Bank Transfer
EXP0000918,DEP011,2025-06-29,Office Supplies,Trần Công Ty Hợp Danh,Để giống hơn là tôi cách trong theo.,29667000,Pending,Corporate Card
EXP0000919,DEP016,2022-12-13,Scholarship,Nguyễn Và Đối Tác Công Ty Cổ Phần,Lớn này gần điều các đang để như nếu.,127406000,Pending,Cash
EXP0000920,DEP017,2022-06-26,Equipment,Nguyễn Đặng Công Ty Hợp Danh,Tại trong có dưới dưới có.,30918000,Rejected,Corporate Card
EXP0000921,DEP006,2026-04-24,Research,Đặng Công Ty Tnhh Mtv,Thì được vẫn không không các.,179667000,Approved,Bank Transfer
EXP0000922,DEP001,2025-01-24,Maintenance,Hoàng Công Ty Cổ Phần,Đã như tôi từ có để vì.,71111000,Approved,Corporate Card
EXP0000923,DEP014,2024-10-31,Maintenance,Bùi Doanh Nghiệp Tư Nhân,Giữa đang mà này khiến như.,113520000,Pending,Corporate Card
EXP0000924,DEP014,2026-03-29,Maintenance,Phạm Và Vũ Tập Đoàn,Để các cách như vài.,63819000,Pending,Corporate Card
EXP0000925,DEP006,2024-06-07,Research,Phạm Và Mai Công Ty Tnhh,Mà hoặc không như đã được của cách đi.,23556000,Rejected,Cash
EXP0000926,DEP018,2022-06-05,Research,Dương Công Ty Trách Nhiệm Hữu Hạn,Tại đi như số rất nơi.,172540000,Pending,Cash
EXP0000927,DEP020,2026-03-24,Marketing,Lê Và Đối Tác Công Ty Cổ Phần,Của vậy nhưng là.,99029000,Rejected,Cash
EXP0000928,DEP002,2023-09-13,Research,Nguyễn Và Mai Công Ty Cổ Phần,Đến đã như nhiều từ.,490329000,Pending,Corporate Card
EXP0000929,DEP016,2024-09-27,Equipment,Lê Công Ty Trách Nhiệm Hữu Hạn,Dưới để lớn và các.,11104000,Rejected,Bank Transfer
EXP0000930,DEP010,2024-06-08,Maintenance,Đặng Công Ty Cổ Phần,Với có làm lớn tại trong.,11336000,Pending,Cash
EXP0000931,DEP010,2023-12-31,Office Supplies,Vũ Và Hoàng Tập Đoàn,Để nào nơi tại.,10869000,Rejected,Corporate Card
EXP0000932,DEP010,2024-09-27,Equipment,Vũ Vũ Công Ty Hợp Danh,Với nếu cái tại vậy nào chưa mà.,33140000,Approved,Cash
EXP0000933,DEP018,2023-09-30,Equipment,Bùi Và Trần Công Ty Tnhh Mtv,Trong vài này với với.,147942000,Pending,Bank Transfer
EXP0000934,DEP018,2025-07-27,Maintenance,Lê Tập Đoàn,Như hoặc với theo nhưng có cho.,30449000,Approved,Corporate Card
EXP0000935,DEP014,2023-11-13,Equipment,Dương Và Trần Công Ty Tnhh,Nhiều thế hơn số.,73921000,Approved,Corporate Card
EXP0000936,DEP010,2023-01-31,Salary,Vũ Và Phạm Công Ty Trách Nhiệm Hữu Hạn,Gần dưới gần một cách.,309026000,Rejected,Cash
EXP0000937,DEP014,2024-05-15,Utilities,Phạm Công Ty Cổ Phần,Giữa hơn người cho để của vì giữa.,7446000,Pending,Bank Transfer
EXP0000938,DEP013,2025-02-08,Office Supplies,Đặng Và Đối Tác Công Ty Tnhh Mtv,Mà cho đi đang giữa.,2302000,Pending,Cash
EXP0000939,DEP016,2023-03-30,Salary,Lê Công Ty Cổ Phần,Đúng để vậy nhưng tôi làm thì tại.,978995000,Rejected,Bank Transfer
EXP0000940,DEP007,2025-10-16,Equipment,Hoàng Tập Đoàn,Khiến vì đến từ nhiều đi.,69500000,Pending,Corporate Card
EXP0000941,DEP012,2024-08-10,Maintenance,Vũ Trần Công Ty Tnhh,Có một nếu bạn đó.,52041000,Rejected,Cash
EXP0000942,DEP009,2022-03-17,Salary,Mai Lê Tập Đoàn,Như về tại như nơi cũng vì.,712513000,Pending,Cash
EXP0000943,DEP007,2023-12-27,Maintenance,Lê Công Ty Cổ Phần,Từ để vì tôi bên.,12180000,Rejected,Bank Transfer
EXP0000944,DEP020,2025-08-01,Scholarship,Dương Và Đối Tác Tập Đoàn,Sau cách đến của khi tại.,298650000,Approved,Cash
EXP0000945,DEP012,2023-04-08,Salary,Vũ Công Ty Cổ Phần,Cho từ là cách.,336896000,Pending,Bank Transfer
EXP0000946,DEP012,2022-07-12,Office Supplies,Mai Và Đối Tác Tập Đoàn,Từ tự vậy như.,21301000,Approved,Cash
EXP0000947,DEP008,2023-12-28,Research,Hoàng Phạm Công Ty Trách Nhiệm Hữu Hạn,Chưa nếu vì mà gần tại rất giữa.,29770000,Rejected,Bank Transfer
EXP0000948,DEP017,2024-06-22,Research,Mai Và Hoàng Công Ty Hợp Danh,Mà đó tôi nhưng.,65010000,Rejected,Cash
EXP0000949,DEP017,2025-08-31,Research,Phạm Tập Đoàn,Sẽ nhưng được đi từ.,306866000,Pending,Bank Transfer
EXP0000950,DEP017,2023-07-16,Utilities,Lê Vũ Công Ty Tnhh,Nhưng với thế có khi.,24661000,Pending,Cash
EXP0000951,DEP011,2022-06-06,Office Supplies,Phạm Công Ty Tnhh Mtv,Vẫn chỉ giữa có như.,4579000,Pending,Cash
EXP0000952,DEP018,2022-10-14,Research,Lê Phạm Công Ty Tnhh Mtv,Nhiều điều của của vậy đó.,154480000,Approved,Corporate Card
EXP0000953,DEP015,2025-12-12,Marketing,Đặng Và Đối Tác Doanh Nghiệp Tư Nhân,Theo có này mà tại với cũng sẽ.,190127000,Pending,Corporate Card
EXP0000954,DEP001,2024-05-14,Salary,Nguyễn Và Hoàng Công Ty Tnhh Mtv,Với của tại gần của để như chưa.,718653000,Pending,Cash
EXP0000955,DEP007,2022-01-22,Salary,Trần Vũ Công Ty Tnhh Mtv,Nhưng nơi sẽ có gần không tự.,292854000,Approved,Corporate Card
EXP0000956,DEP017,2022-07-01,Equipment,Bùi Công Ty Tnhh Mtv,Đúng cũng đi như.,218704000,Rejected,Bank Transfer
EXP0000957,DEP009,2025-09-18,Utilities,Phạm Và Đối Tác Doanh Nghiệp Tư Nhân,Để như vài thế cũng đến theo mà có.,11948000,Approved,Bank Transfer
EXP0000958,DEP001,2025-05-26,Utilities,Mai Và Vũ Công Ty Trách Nhiệm Hữu Hạn,Như được để theo tại với.,19402000,Pending,Bank Transfer
EXP0000959,DEP002,2023-02-15,Maintenance,Nguyễn Và Đối Tác Doanh Nghiệp Tư Nhân,Nhưng theo hơn này chưa được trong đi.,132110000,Rejected,Corporate Card
EXP0000960,DEP013,2022-05-09,Research,Bùi Bùi Công Ty Trách Nhiệm Hữu Hạn,Làm mỗi đến điều rất của thế không tại.,255353000,Pending,Bank Transfer
EXP0000961,DEP002,2023-12-03,Office Supplies,Phạm Nguyễn Công Ty Tnhh Mtv,Cũng khiến từ bên nếu trong.,6395000,Pending,Corporate Card
EXP0000962,DEP011,2022-02-28,Marketing,Lê Công Ty Tnhh Mtv,Đang có với đã một rất với.,9698000,Approved,Bank Transfer
EXP0000963,DEP002,2026-05-23,Salary,Dương Và Hoàng Công Ty Cổ Phần,Điều đúng thì mà có trong tại từ đang.,478664000,Rejected,Bank Transfer
EXP0000964,DEP004,2023-11-20,Marketing,Trần Công Ty Tnhh Mtv,Bên bên nhưng trong trong như đến một bạn.,61669000,Approved,Bank Transfer
EXP0000965,DEP020,2026-04-21,Research,Mai Bùi Tập Đoàn,Trong không như hoặc cũng của hoặc.,446347000,Pending,Bank Transfer
EXP0000966,DEP014,2022-11-07,Salary,Hoàng Tập Đoàn,Của một rất với vì.,748153000,Pending,Bank Transfer
EXP0000967,DEP020,2025-12-18,Equipment,Bùi Và Dương Công Ty Hợp Danh,Cho một để đã.,163209000,Rejected,Corporate Card
EXP0000968,DEP020,2025-07-17,Marketing,Lê Công Ty Hợp Danh,Thì như nếu với chưa số tại được của.,136979000,Pending,Bank Transfer
EXP0000969,DEP001,2023-06-02,Office Supplies,Dương Công Ty Tnhh,Người có làm vẫn tự đang.,22385000,Rejected,Cash
EXP0000970,DEP017,2024-02-20,Marketing,Vũ Và Đối Tác Tập Đoàn,Điều để từ để mà cũng là là các.,42738000,Approved,Cash
EXP0000971,DEP018,2026-01-18,Research,Hoàng Hoàng Công Ty Tnhh,Đến chỉ bạn vài thay gần đó.,475168000,Pending,Cash
EXP0000972,DEP019,2023-04-11,Marketing,Bùi Trần Công Ty Tnhh Mtv,Giữa nhưng từng của cũng tại.,53374000,Approved,Cash
EXP0000973,DEP012,2023-10-07,Research,Phạm Trần Công Ty Hợp Danh,Mà nơi vì tự mỗi cũng các thế.,391071000,Pending,Cash
EXP0000974,DEP014,2024-09-05,Office Supplies,Nguyễn Và Đặng Tập Đoàn,Từ đến sau trong vậy.,2771000,Approved,Bank Transfer
EXP0000975,DEP019,2022-07-08,Marketing,Bùi Tập Đoàn,Làm giống rất sau.,138261000,Approved,Cash
EXP0000976,DEP013,2022-12-15,Salary,Đặng Và Phạm Công Ty Tnhh Mtv,Vài đúng giống đó.,554202000,Pending,Cash
EXP0000977,DEP017,2025-04-17,Salary,Mai Tập Đoàn,Hơn làm đã đúng như rất vậy nhiều sẽ.,702700000,Pending,Cash
EXP0000978,DEP018,2023-01-25,Marketing,Trần Và Mai Công Ty Hợp Danh,Chưa giống khi đến theo được và cho.,152680000,Approved,Bank Transfer
EXP0000979,DEP018,2026-03-24,Equipment,Trần Và Đối Tác Tập Đoàn,Để đang đúng đến không của với.,377761000,Pending,Bank Transfer
EXP0000980,DEP008,2023-04-27,Equipment,Vũ Công Ty Tnhh,Vậy và với cũng chưa như chưa.,79460000,Pending,Corporate Card
EXP0000981,DEP004,2023-09-16,Research,Dương Tập Đoàn,Tại chưa giống rất dưới nào.,393219000,Rejected,Bank Transfer
EXP0000982,DEP013,2022-09-27,Salary,Trần Và Đối Tác Công Ty Tnhh Mtv,Sau nếu bạn số.,769054000,Approved,Cash
EXP0000983,DEP014,2025-07-24,Equipment,Trần Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Chỉ bên này của.,41228000,Rejected,Cash
EXP0000984,DEP005,2024-03-30,Office Supplies,Hoàng Phạm Công Ty Hợp Danh,Này tại hơn nhưng là bên nơi.,6597000,Approved,Cash
EXP0000985,DEP017,2024-07-11,Equipment,Bùi Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Từ làm mỗi nào như thay.,324249000,Approved,Bank Transfer
EXP0000986,DEP009,2023-09-03,Scholarship,Trần Hoàng Doanh Nghiệp Tư Nhân,Cho dưới các gần như thế vậy có làm.,200003000,Approved,Bank Transfer
EXP0000987,DEP002,2022-01-20,Research,Bùi Bùi Doanh Nghiệp Tư Nhân,Với đang cũng và số cách hơn trong mà.,332166000,Approved,Corporate Card
EXP0000988,DEP020,2022-09-04,Scholarship,Nguyễn Vũ Công Ty Trách Nhiệm Hữu Hạn,Lớn một nào đã nơi.,283336000,Pending,Bank Transfer
EXP0000989,DEP005,2024-02-12,Maintenance,Phạm Và Phạm Công Ty Trách Nhiệm Hữu Hạn,Có đã rất trong dưới đến số nhưng.,52621000,Pending,Bank Transfer
EXP0000990,DEP017,2022-06-05,Office Supplies,Hoàng Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Hơn hơn nào với trong trong của tự không.,6282000,Pending,Bank Transfer
EXP0000991,DEP005,2022-03-27,Office Supplies,Hoàng Và Hoàng Tập Đoàn,Làm của cách vì vài là thế.,2237000,Pending,Cash
EXP0000992,DEP010,2022-03-09,Scholarship,Nguyễn Và Đối Tác Công Ty Hợp Danh,Dưới của và mà như của thì từng chỉ.,101775000,Approved,Bank Transfer
EXP0000993,DEP010,2023-05-11,Equipment,Đặng Và Vũ Công Ty Tnhh Mtv,Nhiều từng trong và mỗi đến như.,224225000,Rejected,Bank Transfer
EXP0000994,DEP014,2023-05-11,Maintenance,Vũ Công Ty Hợp Danh,Chưa đi vẫn đúng bên các vậy.,131722000,Pending,Bank Transfer
EXP0000995,DEP017,2025-11-07,Utilities,Phạm Và Đối Tác Công Ty Cổ Phần,Giữa như trong giữa để cho đã.,58704000,Rejected,Cash
EXP0000996,DEP007,2022-07-20,Office Supplies,Đặng Và Nguyễn Tập Đoàn,Này vẫn tại về rất từ đó.,5323000,Pending,Corporate Card
EXP0000997,DEP014,2024-12-27,Salary,Hoàng Doanh Nghiệp Tư Nhân,Rất gần với tự.,452926000,Approved,Bank Transfer
EXP0000998,DEP001,2025-02-03,Scholarship,Dương Và Bùi Công Ty Trách Nhiệm Hữu Hạn,Thay theo khiến theo số sẽ dưới vẫn.,207734000,Rejected,Corporate Card
EXP0000999,DEP018,2024-02-04,Office Supplies,Đặng Và Trần Công Ty Tnhh Mtv,Với từ thay thay nhưng đi chỉ nhưng.,26024000,Pending,Cash
EXP0001000,DEP006,2024-02-20,Salary,Dương Và Đối Tác Doanh Nghiệp Tư Nhân,Để bên như như dưới để tại với.,619154000,Rejected,Corporate Card
EXP0001001,DEP009,2026-01-23,Scholarship,Bùi Công Ty Tnhh,Đến tại nếu cách và mà.,136590000,Approved,Bank Transfer
EXP0001002,DEP006,2022-07-23,Scholarship,Hoàng Và Hoàng Tập Đoàn,Tại cũng rất tại.,265646000,Pending,Cash
EXP0001003,DEP011,2025-03-16,Scholarship,Hoàng Công Ty Hợp Danh,Đi từ bạn để mỗi.,67032000,Rejected,Cash
EXP0001004,DEP002,2026-04-18,Salary,Mai Và Đặng Công Ty Tnhh,Hơn mỗi rất giữa có trong khiến như.,996678000,Pending,Corporate Card
EXP0001005,DEP020,2025-09-02,Maintenance,Vũ Và Đối Tác Công Ty Cổ Phần,Đó theo mỗi thế được để.,57368000,Approved,Corporate Card
EXP0001006,DEP011,2024-05-10,Scholarship,Hoàng Và Đối Tác Công Ty Tnhh,Rất để như nhiều có đã giống.,245484000,Approved,Cash
EXP0001007,DEP004,2026-06-23,Scholarship,Đặng Vũ Công Ty Cổ Phần,Mỗi cho rất thay từng.,133766000,Rejected,Corporate Card
EXP0001008,DEP002,2025-03-19,Office Supplies,Phạm Tập Đoàn,Không khi của của vì và.,628000,Rejected,Bank Transfer
EXP0001009,DEP015,2023-08-03,Utilities,Đặng Và Nguyễn Công Ty Tnhh Mtv,Để trong vậy khiến hơn như đúng đúng hoặc.,67289000,Rejected,Corporate Card
EXP0001010,DEP019,2022-02-17,Maintenance,Hoàng Bùi Tập Đoàn,Tự hơn các cái thay nhiều.,50463000,Approved,Bank Transfer
EXP0001011,DEP010,2024-05-11,Salary,Hoàng Và Đối Tác Công Ty Tnhh,Vậy về vì các sau sau vì.,412014000,Approved,Corporate Card
EXP0001012,DEP008,2024-12-05,Utilities,Lê Và Lê Tập Đoàn,Như từng nơi gần nơi như cách đến.,46742000,Pending,Bank Transfer
EXP0001013,DEP013,2022-11-20,Scholarship,Lê Mai Công Ty Trách Nhiệm Hữu Hạn,Như hơn thế từ cũng để tôi rất.,37330000,Approved,Cash
EXP0001014,DEP005,2022-02-15,Maintenance,Nguyễn Và Đối Tác Tập Đoàn,Từ chỉ tôi lớn rất để.,56951000,Pending,Bank Transfer
EXP0001015,DEP015,2025-06-09,Maintenance,Vũ Và Hoàng Công Ty Tnhh,Mỗi để dưới vì nào giữa đang lớn.,133918000,Approved,Corporate Card
EXP0001016,DEP015,2025-06-16,Utilities,Nguyễn Công Ty Hợp Danh,Khi để bạn đang.,17830000,Pending,Cash
EXP0001017,DEP016,2023-09-30,Equipment,Phạm Hoàng Doanh Nghiệp Tư Nhân,Dưới trong cũng hơn điều được nhưng lớn.,355980000,Approved,Bank Transfer
EXP0001018,DEP001,2023-07-13,Utilities,Hoàng Và Đối Tác Doanh Nghiệp Tư Nhân,Nhiều sẽ đang người như sẽ.,20251000,Pending,Corporate Card
EXP0001019,DEP009,2025-06-17,Research,Phạm Và Đối Tác Công Ty Cổ Phần,Như điều của nơi cũng.,112422000,Approved,Cash
EXP0001020,DEP002,2025-11-28,Scholarship,Dương Vũ Tập Đoàn,Vẫn với làm lớn được để tự.,27287000,Rejected,Corporate Card
EXP0001021,DEP014,2024-09-05,Scholarship,Vũ Bùi Công Ty Tnhh,Nếu giống để đi cũng.,60293000,Pending,Cash
EXP0001022,DEP008,2026-03-06,Office Supplies,Mai Và Trần Công Ty Cổ Phần,Cũng giữa sau và bên như một về.,3848000,Approved,Bank Transfer
EXP0001023,DEP011,2022-06-23,Research,Phạm Công Ty Hợp Danh,Gần từ đã với thế để đúng chưa.,420731000,Approved,Cash
EXP0001024,DEP004,2024-11-25,Salary,Nguyễn Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Như trong từ mà làm như thế tại.,591138000,Pending,Cash
EXP0001025,DEP003,2023-09-30,Office Supplies,Trần Và Đối Tác Doanh Nghiệp Tư Nhân,Tại nhưng hơn sẽ sau hoặc mà số vậy.,29951000,Approved,Corporate Card
EXP0001026,DEP018,2023-10-14,Utilities,Đặng Đặng Công Ty Trách Nhiệm Hữu Hạn,Cái từng mỗi điều đó từng.,92606000,Pending,Cash
EXP0001027,DEP004,2024-09-16,Marketing,Hoàng Và Hoàng Công Ty Hợp Danh,Cũng như sẽ tôi các làm dưới như số.,111647000,Approved,Cash
EXP0001028,DEP008,2022-01-13,Office Supplies,Hoàng Và Đối Tác Tập Đoàn,Là nơi đã sẽ bên khi trong được.,26386000,Rejected,Bank Transfer
EXP0001029,DEP001,2025-10-26,Utilities,Phạm Và Đặng Tập Đoàn,Vì làm cho sau.,52135000,Rejected,Cash
EXP0001030,DEP001,2023-02-14,Office Supplies,Hoàng Và Hoàng Công Ty Cổ Phần,Người đã cho để.,22679000,Pending,Bank Transfer
EXP0001031,DEP010,2022-08-29,Scholarship,Dương Và Hoàng Công Ty Tnhh Mtv,Theo nào có hơn được dưới.,77510000,Pending,Bank Transfer
EXP0001032,DEP017,2022-04-29,Office Supplies,Mai Công Ty Tnhh,Điều không này cho dưới.,18309000,Approved,Corporate Card
EXP0001033,DEP005,2022-05-23,Salary,Mai Công Ty Tnhh,Như mà và vẫn nơi cái.,615099000,Rejected,Bank Transfer
EXP0001034,DEP016,2024-10-10,Research,Vũ Công Ty Hợp Danh,Giống vậy dưới khi.,255408000,Pending,Corporate Card
EXP0001035,DEP001,2026-05-21,Office Supplies,Vũ Và Hoàng Doanh Nghiệp Tư Nhân,Của theo chưa tôi từng như các thay theo.,24503000,Rejected,Cash
EXP0001036,DEP008,2023-10-17,Salary,Phạm Đặng Công Ty Cổ Phần,Của và tự của thì.,265672000,Rejected,Cash
EXP0001037,DEP015,2024-07-17,Office Supplies,Mai Và Đối Tác Công Ty Tnhh,Của mà thì hơn như thì thế như trong.,4761000,Rejected,Bank Transfer
EXP0001038,DEP001,2023-07-01,Research,Vũ Mai Công Ty Hợp Danh,Như tự để cho thay.,245313000,Rejected,Corporate Card
EXP0001039,DEP014,2023-07-28,Marketing,Lê Và Đối Tác Công Ty Cổ Phần,Hoặc khi bên bạn.,76518000,Rejected,Bank Transfer
EXP0001040,DEP011,2024-08-01,Equipment,Bùi Và Bùi Công Ty Tnhh,Mà để số dưới lớn.,144330000,Rejected,Corporate Card
EXP0001041,DEP005,2025-08-30,Equipment,Mai Nguyễn Doanh Nghiệp Tư Nhân,Nào dưới với để nếu giữa vẫn.,165140000,Rejected,Cash
EXP0001042,DEP013,2023-03-14,Scholarship,Hoàng Và Đối Tác Công Ty Hợp Danh,Cũng cho khiến từ trong thế.,213539000,Rejected,Bank Transfer
EXP0001043,DEP019,2022-12-28,Utilities,Vũ Doanh Nghiệp Tư Nhân,Thay hơn để được đó người rất.,7058000,Pending,Cash
EXP0001044,DEP003,2023-05-09,Salary,Đặng Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Làm vì như dưới sẽ vẫn của giữa.,774898000,Rejected,Cash
EXP0001045,DEP004,2024-07-26,Salary,Dương Doanh Nghiệp Tư Nhân,Có người là từ của.,743224000,Approved,Bank Transfer
EXP0001046,DEP018,2026-03-11,Maintenance,Dương Và Nguyễn Công Ty Hợp Danh,Cho với tôi vài.,42409000,Rejected,Cash
EXP0001047,DEP008,2022-10-17,Maintenance,Mai Và Trần Công Ty Tnhh Mtv,Các trong cho tại như thế.,144067000,Rejected,Corporate Card
EXP0001048,DEP010,2025-07-28,Maintenance,Mai Và Hoàng Tập Đoàn,Thay thay cho theo tại một tôi về.,148547000,Approved,Corporate Card
EXP0001049,DEP008,2024-08-30,Equipment,Vũ Trần Công Ty Tnhh,Thay sẽ có hoặc tại nhiều với gần lớn.,356806000,Approved,Cash
EXP0001050,DEP009,2024-07-21,Salary,Dương Công Ty Trách Nhiệm Hữu Hạn,Có các với trong như của bạn đúng số.,528705000,Approved,Cash
EXP0001051,DEP007,2026-01-04,Scholarship,Bùi Công Ty Trách Nhiệm Hữu Hạn,Có chỉ này dưới rất thế chưa mỗi thế.,118434000,Approved,Cash
EXP0001052,DEP019,2023-06-05,Scholarship,Bùi Và Đối Tác Công Ty Hợp Danh,Có rất tại về từ để có bên thì.,31171000,Approved,Cash
EXP0001053,DEP020,2026-04-03,Marketing,Trần Và Vũ Công Ty Trách Nhiệm Hữu Hạn,Hoặc khiến đúng đến đúng.,59507000,Approved,Corporate Card
EXP0001054,DEP010,2025-10-12,Marketing,Nguyễn Và Đối Tác Công Ty Cổ Phần,Các hoặc nơi người một của thay thay giống.,64453000,Pending,Bank Transfer
EXP0001055,DEP010,2024-06-01,Office Supplies,Bùi Lê Công Ty Cổ Phần,Không từ với mà.,22728000,Approved,Corporate Card
EXP0001056,DEP002,2024-06-17,Marketing,Đặng Và Đối Tác Công Ty Tnhh Mtv,Đi được khi đã nếu có.,143105000,Rejected,Cash
EXP0001057,DEP017,2022-11-18,Scholarship,Lê Và Đối Tác Doanh Nghiệp Tư Nhân,Từ trong hơn có vài đang đang.,235308000,Approved,Corporate Card
EXP0001058,DEP012,2024-05-20,Office Supplies,Hoàng Lê Doanh Nghiệp Tư Nhân,Tự như cũng mỗi tại hoặc có sẽ như.,9782000,Pending,Bank Transfer
EXP0001059,DEP017,2026-07-10,Utilities,Đặng Và Đối Tác Tập Đoàn,Vẫn tôi đúng sẽ khiến cho đã vì số.,60450000,Rejected,Cash
EXP0001060,DEP004,2023-09-30,Salary,Dương Và Đối Tác Công Ty Hợp Danh,Khi trong cũng của.,384959000,Rejected,Corporate Card
EXP0001061,DEP005,2025-08-20,Office Supplies,Đặng Và Đối Tác Công Ty Hợp Danh,Gần đang như từng tại.,9848000,Approved,Cash
EXP0001062,DEP011,2022-11-30,Research,Vũ Và Trần Công Ty Hợp Danh,Bên với người từng tại như.,400930000,Rejected,Bank Transfer
EXP0001063,DEP002,2023-03-20,Office Supplies,Hoàng Tập Đoàn,Để tại sau nhưng về mà hơn.,11542000,Pending,Cash
EXP0001064,DEP007,2024-06-17,Research,Lê Và Đặng Tập Đoàn,Mà nơi trong cho nơi của.,485686000,Rejected,Corporate Card
EXP0001065,DEP004,2024-03-11,Marketing,Dương Công Ty Cổ Phần,Để cho để của của đang.,108071000,Pending,Cash
EXP0001066,DEP007,2024-08-19,Utilities,Nguyễn Trần Doanh Nghiệp Tư Nhân,Hơn của để bên như.,87283000,Approved,Cash
EXP0001067,DEP019,2025-05-30,Salary,Lê Và Hoàng Doanh Nghiệp Tư Nhân,Số nếu để khiến giống vài thay rất có.,329990000,Approved,Corporate Card
EXP0001068,DEP004,2023-08-08,Marketing,Mai Công Ty Tnhh Mtv,Hoặc tại khiến không hơn rất cũng về hoặc.,20502000,Rejected,Corporate Card
EXP0001069,DEP015,2023-11-20,Marketing,Nguyễn Công Ty Tnhh,Tự gần này lớn của các từ chỉ thì.,119379000,Rejected,Corporate Card
EXP0001070,DEP006,2024-10-10,Office Supplies,Lê Và Vũ Doanh Nghiệp Tư Nhân,Để từng không cũng của vẫn người.,2350000,Pending,Corporate Card
EXP0001071,DEP010,2023-11-17,Salary,Hoàng Tập Đoàn,Tôi tự vậy thay vì cái hơn để.,229806000,Rejected,Cash
EXP0001072,DEP002,2025-08-26,Utilities,Nguyễn Công Ty Hợp Danh,Vài vậy có vậy là được với khiến số.,29422000,Approved,Bank Transfer
EXP0001073,DEP001,2022-05-07,Scholarship,Phạm Công Ty Cổ Phần,Tại để hơn giữa khi không nhiều.,167070000,Pending,Cash
EXP0001074,DEP008,2026-05-30,Salary,Mai Và Lê Doanh Nghiệp Tư Nhân,Nào được bên như vậy.,416334000,Rejected,Bank Transfer
EXP0001075,DEP007,2023-09-28,Marketing,Bùi Công Ty Tnhh Mtv,Bạn không thế sau không nhiều vậy số có.,171757000,Approved,Cash
EXP0001076,DEP015,2024-12-08,Marketing,Bùi Công Ty Trách Nhiệm Hữu Hạn,Người này của có giữa thay.,32967000,Rejected,Bank Transfer
EXP0001077,DEP013,2022-11-22,Office Supplies,Lê Và Đối Tác Công Ty Cổ Phần,Số cái các và để như thay tự với.,17706000,Approved,Corporate Card
