Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0001068,DEP004,2023-08-08,Marketing,Mai Công ty TNHH MTV,Hoặc tại khiến không hơn rất cũng về hoặc.,20502000,Rejected,Corporate Card
EXP0001069,DEP015,2023-11-20,Marketing,Nguyễn Công ty TNHH,Tự gần này lớn của các từ chỉ thì.,119379000,Rejected,Corporate Card
EXP0001070,DEP006,2024-10-10,Office Supplies,Lê và Vũ Doanh nghiệp tư nhân,Để từng không cũng của vẫn người.,2350000,Pending,Corporate Card
EXP0001071,DEP010,2023-11-17,Salary,Hoàng Tập Đoàn,Tôi tự vậy thay vì cái hơn để.,229806000,Rejected,Cash
EXP0001072,DEP002,2025-08-26,Utilities,Nguyễn Công ty Hợp danh,Vài vậy có vậy là được với khiến số.,29422000,Approved,Bank Transfer
EXP0001073,DEP001,2022-05-07,Scholarship,Phạm Công ty Cổ phần,Tại để hơn giữa khi không nhiều.,167070000,Pending,Cash
EXP0001074,DEP008,2026-05-30,Salary,Mai và Lê Doanh nghiệp tư nhân,Nào được bên như vậy.,416334000,Rejected,Bank Transfer
EXP0001075,DEP007,2023-09-28,Marketing,Bùi Công ty TNHH MTV,Bạn không thế sau không nhiều vậy số có.,171757000,Approved,Cash
EXP0001076,DEP015,2024-12-08,Marketing,Bùi Công ty Trách nhiệm hữu hạn,Người này của có giữa thay.,32967000,Rejected,Bank Transfer
EXP0001077,DEP013,2022-11-22,Office Supplies,Lê và đối tác Công ty Cổ phần,Số cái các và để như thay tự với.,17706000,Approved,Corporate Card
EXP0001078,DEP006,2022-04-25,Equipment,Trần và Lê Công ty TNHH MTV,Chỉ khi nhiều đã rất chỉ khiến.,254394000,Pending,Cash
EXP0001079,DEP018,2022-06-16,Marketing,Đặng và Mai Công ty Cổ phần,Khiến giống như nào giống có tại của.,140203000,Approved,Corporate Card
EXP0001080,DEP010,2023-04-05,Office Supplies,Vũ và Lê Công ty TNHH,Là thay bạn thay từ cách có giữa từng.,13139000,Approved,Bank Transfer
EXP0001081,DEP011,2024-06-14,Equipment,Lê và Hoàng Doanh nghiệp tư nhân,Đã được sau vài.,60570000,Approved,Bank Transfer
EXP0001082,DEP004,2025-06-04,Research,Mai Nguyễn Công ty TNHH MTV,Thế vài các từ nhiều các để.,492701000,Approved,Cash
EXP0001083,DEP003,2023-05-04,Office Supplies,Nguyễn Bùi Công ty TNHH MTV,Gần có đến dưới bên không nhiều nơi.,16200000,Pending,Cash
EXP0001084,DEP010,2022-07-26,Research,Lê Trần Công ty Trách nhiệm hữu hạn,Được rất đi đang người có các như.,329514000,Pending,Bank Transfer
EXP0001085,DEP013,2025-05-19,Research,Dương Trần Công ty TNHH MTV,Là một giống vẫn với.,498365000,Rejected,Corporate Card
EXP0001086,DEP011,2022-05-11,Marketing,  Hoàng và đối tác Doanh nghiệp tư nhân   ,Đang một nào số nhiều đến hoặc.,98739000,Approved,Corporate Card
EXP0001087,DEP005,2022-09-07,Office Supplies,Bùi Công ty Trách nhiệm hữu hạn,Này người thì đang đã hơn.,19481000,Pending,Corporate Card
EXP0001088,DEP005,2025-02-01,Utilities,Lê và Lê Công ty TNHH MTV,Khi giữa như thì vì.,63579000,Approved,Bank Transfer
EXP0001089,DEP001,2022-01-28,Utilities,Dương và đối tác Doanh nghiệp tư nhân,Người sau có người và.,11568000,Rejected,Corporate Card
EXP0001090,DEP003,2022-12-04,Utilities,Đặng Trần Công ty Trách nhiệm hữu hạn,Các có vậy rất lớn tôi.,71242000,Pending,Corporate Card
EXP0001091,DEP015,2023-09-18,Research,Nguyễn và Lê Công ty Cổ phần,Như cách của như đang nhiều chưa có cũng.,487866000,Rejected,Corporate Card
EXP0001092,DEP004,2023-03-24,Equipment,Lê và đối tác Công ty TNHH,Cho vẫn như vì.,386577000,Approved,Corporate Card
EXP0001093,DEP018,2026-01-25,Research,Lê Công ty Trách nhiệm hữu hạn,Tại chỉ như như bên đang theo điều trong.,276142000,Pending,Bank Transfer
EXP0001094,DEP019,2023-08-18,Maintenance,Dương và đối tác Công ty Cổ phần,Số như thì có tại.,110202000,Rejected,Bank Transfer
EXP0001095,DEP007,2025-12-31,Maintenance,Dương Bùi Công ty Cổ phần,Cũng từ dưới để.,97847000,Rejected,Corporate Card
EXP0001096,DEP009,2026-02-16,Office Supplies,Dương và đối tác Tập Đoàn,Tự hoặc dưới cách tại.,26330000,Approved,Cash
EXP0001097,DEP014,2022-11-08,Utilities,Hoàng và đối tác Công ty TNHH MTV,Dưới để cách gần làm tại.,92183000,Pending,Cash
EXP0001098,DEP005,2024-05-13,Marketing,Bùi và Nguyễn Tập Đoàn,Khiến vài mỗi hoặc hơn.,65548000,Rejected,Bank Transfer
EXP0001099,DEP007,2024-02-02,Equipment,Đặng Hoàng Công ty Hợp danh,Cách hoặc làm vài.,202482000,Rejected,Bank Transfer
EXP0001100,DEP015,2023-11-08,Equipment,Lê và đối tác Công ty Trách nhiệm hữu hạn,Và khiến có một từ.,291398000,Pending,Cash
EXP0001101,DEP002,2024-12-01,Research,Hoàng và Nguyễn Công ty TNHH MTV,Mỗi thế đó vài từ cũng đang của lớn.,29223000,Pending,Corporate Card
EXP0001102,DEP014,2022-04-29,Research,Bùi và Hoàng Công ty TNHH,Chỉ nào vậy như cái sau nhưng.,92231000,Pending,Corporate Card
EXP0001103,DEP016,2024-11-18,Marketing,Trần và đối tác Tập Đoàn,Hơn nhiều thay đúng mà đến.,75852000,Approved,Cash
EXP0001104,DEP005,2023-02-11,Scholarship,Đặng Phạm Công ty TNHH MTV,Hoặc gần đang đúng đã hơn như mỗi.,185743000,Pending,Bank Transfer
EXP0001105,DEP007,2022-12-21,Marketing,Vũ và đối tác Tập Đoàn,Tại có như và này cho hoặc.,110515000,Approved,Cash
EXP0001106,DEP004,2023-02-05,Marketing,Phạm và đối tác Doanh nghiệp tư nhân,Đúng của cái cũng trong có cách với hơn.,9494000,Rejected,Corporate Card
EXP0001107,DEP009,2024-03-20,Marketing,Vũ Nguyễn Công ty Trách nhiệm hữu hạn,Từ nơi về của mỗi nhưng giống chỉ.,6208000,Rejected,Cash
EXP0001108,DEP017,2022-08-06,Salary,Dương Tập Đoàn,Khi một nếu làm chưa.,715322000,Approved,Bank Transfer
EXP0001109,DEP020,2023-06-26,Research,Vũ và đối tác Công ty Trách nhiệm hữu hạn,Khiến với thay như nơi có không.,229395000,Pending,Corporate Card
EXP0001110,DEP016,2024-03-15,Office Supplies,Hoàng Công ty TNHH,Là từng với của thế được nhiều có này.,10807000,Pending,Cash
EXP0001111,DEP014,2026-07-19,Utilities,Dương và đối tác Công ty Cổ phần,Như cách đó bên giống vẫn.,45437000,Pending,Corporate Card
EXP0001112,DEP009,2023-02-13,Maintenance,Phạm và đối tác Công ty Trách nhiệm hữu hạn,Với nhưng hoặc đến.,15401000,Rejected,Bank Transfer
EXP0001113,DEP020,2024-08-28,Scholarship,Trần Lê Công ty TNHH,Vẫn trong làm là là của.,132432000,Pending,Cash
EXP0001114,DEP017,30/08/2022,Research,Phạm và Trần Công ty Cổ phần,Từ của bên cái này.,312099000,Rejected,Bank Transfer
EXP0001115,DEP006,2026-01-01,Equipment,Phạm và đối tác Công ty Trách nhiệm hữu hạn,Có như khiến để không nào với để.,341405000,Rejected,Bank Transfer
EXP0001116,DEP005,2023-04-03,Marketing,Dương và Hoàng Công ty TNHH,Hơn đi để như thay.,196718000,Approved,Corporate Card
EXP0001117,DEP011,2024-11-02,Utilities,Dương Dương Công ty Trách nhiệm hữu hạn,Cũng như hơn đang khiến cách là như số.,23860000,Approved,Bank Transfer
EXP0001118,DEP018,2024-05-26,Equipment,Bùi và Đặng Công ty Trách nhiệm hữu hạn,Mỗi các từ dưới vài hơn không từng.,114127000,Approved,Cash
EXP0001119,DEP006,2025-09-03,Marketing,Vũ và đối tác Doanh nghiệp tư nhân,Có trong có tự tự.,125467000,Rejected,Bank Transfer
EXP0001120,DEP004,04/03/2024,Equipment,Dương Doanh nghiệp tư nhân,Tôi đến khi từ người.,342942000,Pending,Corporate Card
EXP0001121,DEP019,2026-02-20,Office Supplies,Bùi Doanh nghiệp tư nhân,Cái gần đến tự.,5274000,Approved,Bank Transfer
EXP0001122,DEP006,2026-02-05,Research,Phạm và đối tác Doanh nghiệp tư nhân,Đúng gần chưa cái nhiều đúng.,154555000,Rejected,Corporate Card
EXP0001123,DEP013,2026-03-04,Maintenance,Vũ và đối tác Công ty TNHH,Đúng với một thì.,58563000,Approved,Cash
EXP0001124,DEP016,2024-11-07,Salary,Vũ và Lê Tập Đoàn,Là này này này nhiều trong theo hơn.,489319000,Rejected,Bank Transfer
EXP0001125,DEP003,2024-03-18,Marketing,Đặng và đối tác Doanh nghiệp tư nhân,Tại nhiều thay bên như vài.,147172000,Approved,Bank Transfer
EXP0001126,DEP008,2024-06-16,Office Supplies,Lê và Vũ Công ty Hợp danh,Một giống cũng tại cho nơi để.,20367000,Rejected,Corporate Card
EXP0001127,DEP017,2023-05-17,Equipment,Hoàng Trần Tập Đoàn,Đến rất rất thay và theo.,363405000,Rejected,Cash
EXP0001128,DEP006,2023-10-08,Office Supplies,Bùi và đối tác Tập Đoàn,Dưới thay một từng.,11501000,Pending,Bank Transfer
EXP0001129,DEP009,2025-07-24,Utilities,Bùi Công ty Trách nhiệm hữu hạn,Làm để với lớn.,81221000,Pending,Corporate Card
EXP0001130,DEP013,2025-05-21,Office Supplies,Đặng Công ty Trách nhiệm hữu hạn,Chỉ được thì đã cái.,26329000,Pending,Bank Transfer
EXP0001131,DEP009,2023-09-20,Maintenance,Mai và Vũ Công ty TNHH MTV,Trong làm bên với đang số chưa.,36516000,Approved,Corporate Card
EXP0001132,DEP015,2025-08-15,Research,Đặng Công ty TNHH,Cho theo mỗi cho như khiến.,416150000,Approved,Cash
EXP0001133,DEP014,2025-05-16,Maintenance,Nguyễn Vũ Công ty TNHH MTV,Các với nhưng thay.,6457000,Pending,Bank Transfer
EXP0001134,DEP019,2025-04-22,Salary,Lê Lê Công ty Hợp danh,Giống như thế dưới thì.,516114000,Approved,Corporate Card
EXP0001135,DEP017,2025-04-27,Office Supplies,Nguyễn Công ty TNHH,Vậy người khi từng nơi hơn có thì vài.,24657000,Approved,Cash
EXP0001136,DEP020,2023-07-17,Maintenance,Dương và đối tác Công ty Hợp danh,Điều với mà tại một giống rất từ của.,144855000,Approved,Cash
EXP0001137,DEP016,2026-07-12,Maintenance,Phạm Công ty Hợp danh,Điều nếu với hơn nhiều gần nhiều để mỗi.,30738000,Rejected,Corporate Card
EXP0001138,DEP011,2025-07-03,Research,Phạm và đối tác Công ty TNHH,Chỉ cái như vậy để cũng nhiều.,141168000,Rejected,Cash
EXP0001139,DEP004,2023-11-09,Maintenance,Phạm Công ty Hợp danh,Của số của giống có để sẽ.,51716000,Approved,Bank Transfer
EXP0001140,DEP011,2026-05-20,Utilities,Dương và Bùi Công ty Hợp danh,Từ bạn người từ nhiều như.,67028000,Pending,Bank Transfer
EXP0001141,DEP014,2022-07-11,Equipment,Hoàng Nguyễn Công ty Hợp danh,Về với nếu cái như từ chưa vì giống.,278363000,Rejected,Cash
EXP0001142,DEP005,2022-09-04,Salary,Phạm và đối tác Doanh nghiệp tư nhân,Nhiều bạn chỉ đó từng bạn.,649659000,Approved,Cash
EXP0001143,DEP011,2026-01-02,Research,Phạm và Nguyễn Công ty Cổ phần,Điều giống mỗi đi như không.,59111000,Pending,Corporate Card
EXP0001144,DEP009,2026-02-12,Research,Đặng Công ty Hợp danh,Có bạn với vậy vậy theo thế.,223507000,Rejected,Cash
EXP0001145,DEP008,2024-11-02,Utilities,Trần và Vũ Công ty TNHH MTV,Nơi của thay như chưa.,28795000,Rejected,Corporate Card
EXP0001146,DEP003,2026-03-29,Scholarship,Đặng và Dương Công ty TNHH MTV,Người dưới đúng để để đúng như.,31527000,Approved,Bank Transfer
EXP0001147,DEP019,2022-09-11,Utilities,Nguyễn và đối tác Tập Đoàn,Nhưng vì trong nào cho đúng từng.,18034000,Rejected,Bank Transfer
EXP0001148,DEP019,2025-06-28,Office Supplies,Lê và Vũ Công ty TNHH,Với cũng tự chỉ có tôi khiến.,21447000,Rejected,Corporate Card
EXP0001149,DEP004,2025-07-13,Salary,Vũ Đặng Công ty TNHH,Hơn về chỉ các để vẫn.,504664000,Rejected,Corporate Card
EXP0001150,DEP014,2023-07-26,Salary,Đặng và đối tác Tập Đoàn,Từ thế như cũng bên nhiều.,635926000,Approved,Cash
EXP0001151,DEP018,2024-01-06,Marketing,Hoàng và đối tác Công ty TNHH MTV,Từ mỗi tự nhiều thì.,13444000,Rejected,Corporate Card
EXP0001152,DEP009,2025-05-29,Equipment,Dương và Dương Công ty TNHH MTV,Mỗi để nhiều người dưới mỗi trong.,149812000,Pending,Bank Transfer
EXP0001153,DEP005,2022-12-22,Office Supplies,Mai Công ty TNHH MTV,Mà tại tự đó số sau tự đi.,29839000,Rejected,Bank Transfer
EXP0001154,DEP016,2023-05-25,Utilities,Dương Mai Công ty Cổ phần,Cũng trong thay như để.,23787000,Approved,Bank Transfer
EXP0001155,DEP009,2025-07-21,Maintenance,Phạm Trần Công ty Cổ phần,Có hơn cách hơn bên cũng nhưng.,144633000,Approved,Bank Transfer
EXP0001156,DEP018,2022-11-21,Office Supplies,Mai Vũ Công ty Trách nhiệm hữu hạn,Để như thay nào người trong cách.,14294000,Pending,Corporate Card
EXP0001157,DEP002,2023-04-07,Maintenance,Đặng và Bùi Công ty Cổ phần,Vậy đã giữa cũng đi vì rất đến một.,60884000,Pending,Bank Transfer
EXP0001158,DEP011,2023-05-19,Research,Hoàng Công ty Hợp danh,Tự người trong nhưng nhưng này dưới.,361230000,Rejected,Corporate Card
EXP0001159,DEP004,2026-05-08,Equipment,Mai và đối tác Công ty Cổ phần,Vẫn tôi nhưng để.,371393000,Approved,Bank Transfer
EXP0001160,DEP015,2026-02-10,Equipment,Vũ Công ty Cổ phần,Cũng rất dưới nếu vẫn.,188266000,Pending,Cash
EXP0001161,DEP020,2025-02-02,Research,Vũ Doanh nghiệp tư nhân,Mà nhiều như tôi khi nào từ đó thế.,63471000,Approved,Corporate Card
EXP0001162,DEP008,2025-06-14,Salary,Lê và Vũ Công ty Hợp danh,Chỉ như trong vì vì sẽ.,340430000,Rejected,Cash
EXP0001163,DEP002,2022-07-02,Scholarship,Lê và Hoàng Công ty Cổ phần,Của được điều từ từ để của sau.,32596000,Rejected,Corporate Card
EXP0001164,DEP018,2023-01-07,Scholarship,Đặng và đối tác Công ty Cổ phần,Trong như nhiều nhiều vì về các.,80811000,Approved,Cash
EXP0001165,DEP014,2022-06-11,Maintenance,Trần Trần Công ty Trách nhiệm hữu hạn,Làm chỉ đó với sau một của.,140288000,Rejected,Cash
EXP0001166,DEP002,2022-11-23,Office Supplies,Hoàng Công ty Hợp danh,Từ có người làm từ để thế.,28594000,Approved,Corporate Card
EXP0001167,DEP018,2023-01-30,Utilities,Lê và Trần Tập Đoàn,Cái không để cái lớn với giống.,13542000,Approved,Cash
EXP0001168,DEP013,2026-03-17,Utilities,Vũ Công ty Cổ phần,Được theo sẽ thay.,9793000,Rejected,Cash
EXP0001169,DEP009,2025-05-29,Marketing,Bùi và đối tác Doanh nghiệp tư nhân,Mà giống tại khi như là như các.,91505000,Pending,Bank Transfer
EXP0001170,DEP003,2023-05-14,Equipment,Đặng Tập Đoàn,Dưới nhiều hơn cái.,219208000,Pending,Cash
EXP0001171,DEP004,2026-02-19,Utilities,Bùi và đối tác Công ty Cổ phần,Như khi và các tại cách và một của.,28603000,Pending,Corporate Card
EXP0001172,DEP006,2022-02-27,Research,Bùi và đối tác Công ty Cổ phần,Cũng hoặc vài đã cũng.,312395000,Rejected,Corporate Card
EXP0001173,DEP009,2024-03-14,Utilities,Lê Công ty TNHH MTV,Thì nếu thế này.,51734000,Approved,Corporate Card
EXP0001174,DEP013,2022-03-03,Salary,Bùi và đối tác Doanh nghiệp tư nhân,Được bạn được hơn cũng hơn gần nhiều với.,239563000,Rejected,Bank Transfer
EXP0001175,DEP014,18/02/2024,Office Supplies,Mai Đặng Công ty TNHH MTV,Chỉ nào sẽ để để từng lớn chỉ.,10404000,Approved,Bank Transfer
EXP0001176,DEP006,2024-05-19,Maintenance,Vũ và đối tác Công ty Cổ phần,Giống sau nơi vẫn có hơn là về.,16227000,Rejected,Cash
EXP0001177,DEP012,2026-06-23,Marketing,Mai Đặng Công ty TNHH MTV,Giữa vậy chưa từ.,195280000,Pending,Cash
EXP0001178,DEP020,2022-12-09,Salary,Phạm và đối tác Công ty Cổ phần,Nhiều chỉ thế giống.,505181000,Rejected,Corporate Card
EXP0001179,DEP007,2024-01-08,Equipment,Mai Phạm Doanh nghiệp tư nhân,Hơn với đến cái đó như.,252307000,Pending,Cash
EXP0001180,DEP017,2025-02-18,Salary,Bùi và đối tác Tập Đoàn,Của cũng như với vẫn nhưng.,692244000,Approved,Corporate Card
EXP0001181,DEP014,2023-03-26,Equipment,Trần Công ty TNHH,Này hơn có số này như này số.,60146000,Rejected,Corporate Card
EXP0001182,DEP016,2024-04-23,Office Supplies,Hoàng Trần Tập Đoàn,Có bạn vì bên từ.,606000,Approved,Corporate Card
EXP0001183,DEP013,2024-06-06,Utilities,Hoàng Doanh nghiệp tư nhân,Đến của mà thì để được.,47040000,Pending,Cash
EXP0001184,DEP004,2025-03-23,Equipment,Bùi và đối tác Công ty Trách nhiệm hữu hạn,Để làm có nào gần đi.,26338000,Approved,Corporate Card
EXP0001185,DEP001,2023-12-17,Maintenance,Vũ Bùi Công ty Cổ phần,Gần hơn vì bên thì bên.,89006000,Rejected,Bank Transfer
EXP0001186,DEP019,2023-05-27,Salary,Đặng Lê Công ty TNHH MTV,Làm chưa chỉ để hoặc.,602834000,Approved,Cash
EXP0001187,DEP020,2022-06-14,Maintenance,Phạm và đối tác Doanh nghiệp tư nhân,Bên mỗi như số theo để.,27174000,Pending,Bank Transfer
EXP0001188,DEP002,2023-03-08,Utilities,Lê Hoàng Tập Đoàn,Như có tại bạn lớn cũng được đó gần.,64046000,Pending,Corporate Card
EXP0001189,DEP011,2023-06-03,Office Supplies,Đặng Nguyễn Công ty Cổ phần,Này như trong tại.,8824000,Rejected,Bank Transfer
EXP0001190,DEP020,2022-09-15,Office Supplies,Hoàng Công ty Trách nhiệm hữu hạn,Bạn như đi mà đã một cũng.,2500000,Approved,Corporate Card
EXP0001191,DEP010,2023-11-13,Office Supplies,Bùi và Đặng Công ty TNHH,Khi đó nhiều vài để gần.,3497000,Rejected,Cash
EXP0001192,DEP019,2023-12-13,Scholarship,Dương và Dương Công ty Cổ phần,Để cách được từng.,122032000,Approved,Bank Transfer
EXP0001193,DEP017,2022-01-08,Maintenance,Phạm Công ty Hợp danh,Sẽ về như chưa là không có cũng như.,75238000,Pending,Corporate Card
EXP0001194,DEP003,2022-02-06,Salary,Đặng và đối tác Tập Đoàn,Để trong về gần nhiều.,717915000,Rejected,Bank Transfer
EXP0001195,DEP010,2022-06-03,Research,Hoàng Mai Công ty TNHH MTV,Tại bên theo theo các sau.,165852000,Pending,Bank Transfer
EXP0001196,DEP012,2026-03-20,Office Supplies,Phạm và Đặng Công ty Cổ phần,Các hơn vài để cũng thế gần.,16717000,Pending,Cash
EXP0001197,DEP001,2025-10-24,Marketing,Mai Công ty Cổ phần,Có nhưng và dưới như từng hơn để mà.,186071000,Pending,Cash
EXP0001198,DEP011,2024-05-02,Equipment,Trần và đối tác Công ty TNHH,Đó từng đó tại.,287744000,Pending,Bank Transfer
EXP0001199,DEP018,2024-08-24,Research,Trần và đối tác Công ty Cổ phần,Của rất từng khiến mà của như trong để.,25006000,Pending,Cash
EXP0001200,DEP011,2026-06-01,Scholarship,BÙI CÔNG TY TNHH MTV,Thì của như để cũng hơn tự đến vậy.,172094000,Rejected,Bank Transfer
EXP0001201,DEP009,2024-01-06,Equipment,Phạm Lê Tập Đoàn,Nếu theo chỉ cũng hoặc này.,331282000,Pending,Corporate Card
EXP0001202,DEP009,2025-01-07,Research,Phạm và đối tác Tập Đoàn,Trong tại như cũng thì nơi điều.,84651000,Pending,Bank Transfer
EXP0001203,DEP006,2023-09-17,Scholarship,Nguyễn và Đặng Công ty TNHH MTV,Tại làm của làm từng của đó rất cũng.,258505000,Rejected,Bank Transfer
EXP0001204,DEP014,2025-12-26,Office Supplies,Mai Công ty TNHH MTV,Để bạn điều mà về đến tại.,19775000,Rejected,Corporate Card
EXP0001205,DEP013,2026-07-30,Marketing,Nguyễn Công ty Hợp danh,Nhưng như rất cũng người hơn.,175294000,Approved,Cash
EXP0001206,DEP003,2023-04-17,Utilities,Lê Vũ Công ty Hợp danh,Nếu tại người thay.,11721000,Rejected,Corporate Card
EXP0001207,DEP014,2022-12-11,Scholarship,Đặng và Hoàng Công ty TNHH,Đó như đúng cũng từng từ hoặc vậy.,50260000,Approved,Bank Transfer
EXP0001208,DEP019,2022-04-07,Research,Mai Dương Công ty TNHH,Có nào để dưới để vì.,239750000,Rejected,Bank Transfer
EXP0001209,DEP005,2024-06-12,Scholarship,Phạm và đối tác Công ty Trách nhiệm hữu hạn,Cũng để hơn cách nhưng đến để về.,278730000,Rejected,Cash
EXP0001210,DEP008,2023-05-09,Salary,Dương và đối tác Công ty TNHH MTV,Thế thì cái của rất từng nào đã về.,713417000,Pending,Corporate Card
EXP0001211,DEP007,2022-03-08,Research,Mai và Bùi Công ty Hợp danh,Cũng thay làm giữa tôi rất như giữa.,316371000,Pending,Corporate Card
EXP0001212,DEP007,2025-09-09,Maintenance,Lê Bùi Công ty TNHH,Để cho thế để.,57654000,Pending,Bank Transfer
EXP0001213,DEP003,2026-04-10,Maintenance,Mai và đối tác Tập Đoàn,Nhưng hoặc tôi được trong.,38421000,Approved,Bank Transfer
EXP0001214,DEP012,2025-11-14,Scholarship,Phạm và Bùi Công ty Trách nhiệm hữu hạn,Không theo tôi thế làm hoặc cũng giống.,69219000,Approved,Corporate Card
EXP0001215,DEP011,2022-04-04,Salary,Nguyễn và Lê Công ty Trách nhiệm hữu hạn,Giống với như đến nhưng nếu vì.,609178000,Rejected,Bank Transfer
EXP0001216,DEP003,2024-02-18,Scholarship,Trần và đối tác Công ty Cổ phần,Vậy vậy sau của giữa.,213408000,Approved,Cash
EXP0001217,DEP001,2022-06-07,Scholarship,Nguyễn Công ty Hợp danh,Vậy với với vậy bên.,74345000,Pending,Cash
EXP0001218,DEP008,2024-04-29,Research,Vũ và đối tác Công ty TNHH MTV,Các được được với hơn sau.,492386000,Pending,Bank Transfer
EXP0001219,DEP018,2024-04-18,Maintenance,Trần Hoàng Doanh nghiệp tư nhân,Khiến là như nào vậy như của có theo.,102348000,Pending,Corporate Card
EXP0001220,DEP012,2025-11-14,Salary,Mai Phạm Doanh nghiệp tư nhân,Này của gần đã cái vài gần thế tại.,483773000,Rejected,Cash
EXP0001221,DEP014,2024-04-06,Research,Đặng và Hoàng Công ty Cổ phần,Một rất như nhưng không và.,42888000,Pending,Bank Transfer
EXP0001222,DEP005,2023-11-18,Maintenance,Hoàng và Lê Tập Đoàn,Thay đang cũng và có.,93859000,Pending,Cash
EXP0001223,DEP015,2023-12-27,Research,Lê và đối tác Tập Đoàn,Đó bên cái thay trong này.,257198000,Approved,Corporate Card
EXP0001224,DEP010,2022-03-20,Equipment,Hoàng và Đặng Công ty Trách nhiệm hữu hạn,Hơn tại cách nơi.,36618000,Approved,Cash
EXP0001225,DEP004,2025-03-07,Salary,Phạm Công ty TNHH,Từ nào có cái để để.,601232000,Pending,Cash
EXP0001226,DEP020,2022-01-31,Scholarship,Vũ Công ty Trách nhiệm hữu hạn,Nào từng thay như.,204379000,Approved,Cash
EXP0001227,DEP011,2026-06-25,Scholarship,Lê và Mai Công ty TNHH,Từ cho làm có để cái là.,15129000,Pending,Cash
EXP0001228,DEP003,2024-02-08,Equipment,Vũ và đối tác Công ty Cổ phần,Là gần theo và thay khi tại số.,67941000,Rejected,Cash
EXP0001229,DEP006,2023-05-13,Equipment,Vũ Công ty Trách nhiệm hữu hạn,Vậy đi đi như giống với đang.,356258000,Approved,Cash
EXP0001230,DEP020,2023-08-11,Utilities,  Vũ Công ty TNHH   ,Cách của vậy từ hoặc và để của hoặc.,91460000,Approved,Bank Transfer
EXP0001231,DEP008,2023-04-23,Office Supplies,Vũ Doanh nghiệp tư nhân,Như cũng người chỉ đã cho nếu.,8704000,Rejected,Cash
EXP0001232,DEP008,13/04/2023,Maintenance,Hoàng Phạm Công ty TNHH,Chỉ không hơn người rất.,95679000,Pending,Cash
EXP0001233,DEP016,2025-03-14,Marketing,Lê Trần Công ty Cổ phần,Như từ cái tự cũng tại và cho.,196722000,Approved,Cash
EXP0001234,DEP012,2026-07-11,Office Supplies,Vũ và đối tác Công ty TNHH,Rất như sẽ đang không trong điều.,744000,Approved,Cash
EXP0001235,DEP008,2023-10-15,Research,Bùi Dương Công ty Hợp danh,Cái mỗi khiến trong thì khi mà.,165240000,Pending,Bank Transfer
EXP0001236,DEP003,2025-06-19,Utilities,Mai Nguyễn Công ty Cổ phần,Vì nào không như nhưng không vậy hơn.,97317000,Approved,Corporate Card
EXP0001237,DEP014,2025-08-25,Utilities,Trần Tập Đoàn,Nhiều vài với có như cũng tại đi.,38514000,Approved,Bank Transfer
EXP0001238,DEP020,2025-08-06,Research,Vũ Công ty TNHH MTV,Về vậy chỉ trong.,435778000,Pending,Corporate Card
EXP0001239,DEP002,2026-07-08,Equipment,Trần và đối tác Công ty Cổ phần,Nếu nơi với mỗi đúng tôi đó thế tại.,59164000,Rejected,Corporate Card
EXP0001240,DEP013,2023-09-27,Utilities,Nguyễn Công ty TNHH,Vậy mà để cũng sẽ.,16428000,Rejected,Cash
EXP0001241,DEP018,2023-02-14,Maintenance,Bùi và Bùi Tập Đoàn,Mỗi đang theo và nếu chưa tự.,75795000,Rejected,Corporate Card
EXP0001242,DEP018,2025-04-03,Utilities,Mai và Nguyễn Doanh nghiệp tư nhân,Của có đến mà nào trong cách.,48615000,Approved,Corporate Card
EXP0001243,DEP002,2024-12-08,Scholarship,Mai Công ty Hợp danh,Thế vậy số để tại giữa vẫn của từ.,272574000,Approved,Bank Transfer
EXP0001244,DEP010,2023-04-14,Salary,Đặng Đặng Công ty TNHH,Từ theo và đúng đó vẫn của tại có.,964655000,Approved,Bank Transfer
EXP0001245,DEP009,2023-07-26,Utilities,Phạm và Đặng Công ty TNHH,Vài các dưới tại được đến hoặc được.,7241000,Approved,Corporate Card
EXP0001246,DEP017,2024-12-31,Salary,Bùi và đối tác Công ty TNHH,Là lớn được tôi về theo đã để thế.,509121000,Approved,Cash
EXP0001247,DEP005,2024-09-26,Utilities,Trần Lê Công ty Trách nhiệm hữu hạn,Có các mỗi như.,19094000,Approved,Corporate Card
EXP0001248,DEP004,2026-02-22,Research,Nguyễn và Vũ Công ty Cổ phần,Nơi không thì khiến có.,266319000,Approved,Corporate Card
EXP0001249,DEP004,2025-05-16,Research,Lê và Dương Tập Đoàn,Tôi vậy với với về vẫn số hơn.,167471000,Rejected,Bank Transfer
EXP0001250,DEP019,2025-10-18,Utilities,Mai và đối tác Tập Đoàn,Đó như đi tôi đến.,11404000,Rejected,Cash
EXP0001251,DEP013,2022-03-09,Office Supplies,Dương và Trần Công ty TNHH,Để nhưng như hoặc với tự tại cách như.,11697000,Rejected,Bank Transfer
EXP0001252,DEP018,2025-05-24,Salary,Đặng và Hoàng Tập Đoàn,Mỗi cho từ các về theo sẽ.,255343000,Approved,Bank Transfer
EXP0001253,DEP018,2024-04-20,Research,Trần và Lê Công ty TNHH MTV,Số một từ người.,122484000,Rejected,Cash
