Invoice_ID,Student_ID,Semester,Academic_Year,Invoice_Date,Due_Date,Tuition_Fee,Scholarship_Amount,Late_Fee,Total_Amount,Invoice_Status
INV0001465,STU000416,HK Hè,2024-2025,2024-10-09,2024-12-02,9880000,0,0,9880000,Paid
INV0001466,STU000911,HK Hè,2029-2030,2029-10-05,2029-11-07,34498000,17249000,0,17249000,Partially Paid
INV0001467,STU000548,HK2,2025-2026,2025-10-11,2025-11-26,30240000,7560000,364000,23044000,Partially Paid
INV0001468,STU000377,HK Hè,2024-2025,2024-12-22,2025-02-09,10258000,0,0,10258000,Paid
INV0001469,STU000429,HK2,2021-2022,2021-11-02,05/12/2021,17540000,4385000,0,13155000,Issued
INV0001470,STU001461,HK Hè,2024-2025,2024-10-30,2024-12-05,16212000,1621000,0,14591000,Issued
INV0001471,STU000410,HK2,2028-2029,2028-10-14,2028-11-19,25434000,6358000,0,19076000,Partially Paid
INV0001472,STU000823,HK Hè,2025-2026,2025-04-28,2025-05-19,10005000,5002000,0,5003000,Issued
INV0001473,STU000280,HK2,2026-2027,28/10/2026,2026-12-01,16290000,1629000,0,14661000,Issued
INV0001474,STU000313,HK Hè,2024-2025,2024-11-28,2025-01-14,31185000,0,0,31185000,Paid
INV0001475,STU000208,HK1,2025-2026,2025-03-13,2025-05-12,8639000,0,0,8639000,Issued
INV0001476,STU000553,HK1,2025-2026,2025-06-21,2025-07-15,28877000,2888000,0,25989000,Issued
INV0001477,STU001352,HK1,2020-2021,31/12/2020,2021-01-30,21659000,10830000,0,10829000,Overdue
INV0001478,STU000461,HK2,2028-2029,2028-07-22,2028-09-04,33518000,0,0,33518000,Partially Paid
INV0001479,STU001190,HK Hè,2024-2025,2024-11-14,2025-01-02,9478000,0,0,9478000,Paid
INV0001480,STU001017,HK2,2025-2026,2025-12-16,2026-02-05,20722000,5180000,607000,16149000,Overdue
INV0001481,STU001273,HK Hè,2021-2022,2021-03-22,2021-05-21,30899000,3090000,1149000,28958000,Issued
INV0001482,STU000680,HK1,2028-2029,2028-05-10,2028-06-15,9371000,0,0,9371000,Paid
INV0001483,STU000112,HK Hè,2024-2025,2024-04-08,2024-05-03,31692000,7923000,204000,23973000,Partially Paid
INV0001484,STU000760,HK1,2021-2022,2021-03-02,2021-04-16,28322000,0,436000,28758000,Paid
INV0001485,STU001215,HK2,2023-2024,2023-01-09,2023-02-04,27733000,0,399000,28132000,Issued
INV0001486,STU001395,HK Hè,2023-2024,2023-10-12,2023-11-15,10021000,5010000,0,5011000,Partially Paid
INV0001487,STU000273,HK1,2024-2025,2024-10-22,2024-12-06,29285000,2928000,0,26357000,Partially Paid
INV0001488,STU001218,HK1,2024-2025,2024-11-12,2024-12-24,15786000,1579000,0,14207000,Partially Paid
INV0001489,STU000116,HK1,2023-2024,2023-11-28,2024-01-23,21702000,0,0,21702000,Issued
INV0001490,STU000047,HK1,2021-2022,2021-11-14,2021-12-08,19306000,0,0,19306000,Overdue
INV0001491,STU000739,HK1,2028-2029,2028-05-05,2028-06-02,30916000,0,0,30916000,Paid
INV0001492,STU001136,HK1,2027-2028,2027-05-23,2027-07-21,11358000,2840000,0,8518000,Overdue
INV0001493,STU000878,HK2,2028-2029,2028-01-11,2028-02-10,9180000,918000,234000,8496000,Overdue
INV0001494,STU000650,HK1,2024-2025,2024-03-10,2024-04-10,16195000,0,1074000,17269000,Paid
INV0001495,STU000560,HK Hè,2028-2029,2028-09-02,2028-09-29,12963000,0,987000,13950000,Overdue
INV0001496,STU001449,HK2,2030-2031,2030-04-30,04/06/2030,33929000,3393000,0,30536000,Partially Paid
INV0001497,STU000073,HK Hè,2024-2025,2024-09-23,2024-10-16,28224000,0,0,28224000,Overdue
INV0001498,STU001344,HK1,2023-2024,2023-02-28,2023-04-01,32489000,16244000,0,16245000,Partially Paid
INV0001499,STU001061,HK2,2025-2026,2025-12-19,2026-02-11,16922000,1692000,0,15230000,Issued
INV0001500,STU000655,HK1,2024-2025,2024-07-30,2024-09-26,28648000,0,0,28648000,Paid
INV0001501,STU001209,HK Hè,2027-2028,2027-04-24,2027-05-18,30146000,0,0,30146000,Issued
INV0001502,STU000358,HK Hè,2023-2024,2023-08-24,2023-09-21,25153000,0,0,25153000,Partially Paid
INV0001503,STU001266,HK2,2023-2024,2023-09-17,2023-11-05,25144000,2514000,0,22630000,Partially Paid
INV0001504,STU000741,HK Hè,2027-2028,2027-01-14,2027-03-01,21190000,0,0,21190000,Issued
INV0001505,STU000365,HK1,2026-2027,2026-02-20,2026-03-19,14298000,3574000,0,10724000,Issued
INV0001506,STU000103,HK1,2023-2024,2023-05-29,14/07/2023,31280000,7820000,0,23460000,Partially Paid
INV0001507,STU000964,HK Hè,2026-2027,2026-01-05,2026-02-04,15056000,0,0,15056000,Paid
INV0001508,STU000564,HK1,2026-2027,2026-04-07,2026-06-03,8426000,2106000,0,6320000,Paid
INV0001509,STU000505,HK Hè,2025-2026,2025-10-27,02/12/2025,29917000,0,0,29917000,Issued
INV0001510,STU001374,HK Hè,2024-2025,2024-08-09,2024-09-17,8151000,815000,0,7336000,Paid
INV0001511,STU001348,HK Hè,2022-2023,2022-09-06,2022-10-16,27844000,0,0,27844000,Paid
INV0001512,STU000462,HK2,2027-2028,20/06/2027,2027-07-28,12109000,0,0,12109000,Paid
INV0001513,STU000006,HK Hè,2024-2025,2024-05-10,2024-06-16,11726000,2932000,676000,9470000,Overdue
INV0001514,STU001348,HK1,2022-2023,2022-06-06,2022-07-06,25529000,12764000,0,12765000,Issued
INV0001515,STU000666,HK Hè,2024-2025,2024-09-05,2024-10-10,17919000,0,1311000,19230000,Partially Paid
INV0001516,STU000655,HK1,2026-2027,2026-11-25,2026-12-21,13806000,6903000,0,6903000,Paid
INV0001517,STU000021,HK2,2022-2023,10/09/2022,2022-10-02,16377000,8188000,0,8189000,Issued
INV0001518,STU000466,HK2,2024-2025,2024-07-25,2024-09-19,14035000,3509000,461000,10987000,Issued
INV0001519,STU001267,HK1,2029-2030,2029-01-10,2029-02-09,16716000,4179000,613000,13150000,Issued
INV0001520,STU001250,HK Hè,2030-2031,2030-01-03,2030-02-08,8342000,2086000,0,6256000,Overdue
INV0001521,STU001236,HK Hè,2027-2028,2027-08-04,2027-09-17,14482000,3620000,0,10862000,Issued
INV0001522,STU000624,HK Hè,2024-2025,2024-04-02,2024-05-17,13502000,6751000,0,6751000,Overdue
INV0001523,STU000345,HK1,2023-2024,2023-12-10,2024-01-12,16538000,0,0,16538000,Partially Paid
INV0001524,STU001210,HK1,2022-2023,23/07/2022,2022-09-19,8208000,2052000,0,6156000,Overdue
INV0001525,STU000317,HK2,2021-2022,2021-04-06,2021-05-23,25829000,0,1144000,26973000,Paid
INV0001526,STU000945,HK2,2025-2026,2025-10-23,2025-11-20,26977000,13488000,0,13489000,Overdue
INV0001527,STU001452,HK Hè,2025-2026,2025-10-07,2025-11-22,16563000,8282000,0,8281000,Paid
INV0001528,STU000613,HK2,2022-2023,2022-05-22,2022-06-24,9189000,0,0,9189000,Partially Paid
INV0001529,STU000085,HK1,2024-2025,2024-06-05,2024-08-02,13313000,0,0,13313000,Partially Paid
INV0001530,STU001151,HK1,2029-2030,2029-10-21,2029-11-12,14299000,0,0,14299000,Issued
INV0001531,STU000348,HK1,2024-2025,2024-09-07,2024-10-29,13640000,0,1358000,14998000,Paid
INV0001532,STU000605,HK2,2026-2027,2026-04-02,2026-05-19,27386000,0,1181000,28567000,Issued
INV0001533,STU000970,HK1,2024-2025,2024-10-29,2024-12-09,29088000,0,462000,29550000,Paid
INV0001534,STU000544,HK2,2027-2028,2027-04-06,2027-05-12,11694000,0,0,11694000,Partially Paid
INV0001535,STU000291,HK1,2020-2021,2020-06-28,2020-08-07,21282000,0,1158000,22440000,Issued
INV0001536,STU001158,HK Hè,2026-2027,2026-01-25,2026-02-26,13488000,0,0,13488000,Paid
INV0001537,STU000087,HK2,2029-2030,2029-06-05,2029-07-07,9316000,0,0,9316000,Overdue
INV0001538,STU000918,HK1,2027-2028,2027-09-09,2027-11-06,32944000,16472000,0,16472000,Issued
INV0001539,STU000170,HK2,2023-2024,2023-03-17,2023-04-17,26231000,13116000,0,13115000,Issued
INV0001540,STU000704,HK Hè,2021-2022,02/08/2021,2021-09-01,8648000,2162000,0,6486000,Partially Paid
INV0001541,STU001428,HK1,2023-2024,2023-09-17,2023-11-11,19070000,9535000,0,9535000,Paid
INV0001542,STU000773,HK Hè,2027-2028,2027-07-13,2027-08-03,22845000,0,0,22845000,Partially Paid
INV0001543,STU000774,HK Hè,2025-2026,2025-10-08,2025-10-28,34087000,0,0,34087000,Overdue
INV0001544,STU000396,HK2,2022-2023,2022-07-09,2022-08-17,9948000,4974000,0,4974000,Overdue
INV0001545,STU001035,HK Hè,2025-2026,2025-07-15,2025-08-11,24568000,0,0,24568000,Paid
INV0001546,STU001439,HK1,2023-2024,2023-02-07,2023-03-23,26642000,2664000,1161000,25139000,Partially Paid
INV0001547,STU000412,HK2,2028-2029,2028-11-27,2028-12-23,15257000,0,370000,15627000,Paid
INV0001548,STU001453,HK Hè,2024-2025,2024-02-17,2024-03-20,16129000,0,0,16129000,Issued
INV0001549,STU001111,HK Hè,2021-2022,2021-09-12,2021-10-14,13767000,0,0,13767000,Partially Paid
INV0001550,STU001166,HK Hè,2021-2022,2021-01-20,2021-03-18,11456000,0,358000,11814000,Paid
INV0001551,STU000500,HK1,2025-2026,2025-03-29,2025-05-05,27150000,0,0,27150000,Partially Paid
INV0001552,STU000425,HK2,2024-2025,2024-04-28,09/06/2024,15960000,0,130000,16090000,Paid
INV0001553,STU000944,HK1,2024-2025,2024-01-21,2024-02-28,31376000,0,1457000,32833000,Paid
INV0001554,STU000158,HK Hè,2024-2025,2024-02-06,2024-03-07,8217000,822000,0,7395000,Paid
INV0001555,STU000595,HK2,2025-2026,2025-03-11,2025-04-28,30419000,7605000,0,22814000,Issued
INV0001556,STU000958,HK Hè,2025-2026,2025-06-06,2025-07-26,25095000,2510000,0,22585000,Issued
INV0001557,STU001050,HK Hè,2022-2023,2022-06-02,2022-07-24,21305000,0,168000,21473000,Overdue
INV0001558,STU000728,HK2,2020-2021,2020-11-20,2020-12-10,14120000,3530000,0,10590000,Issued
INV0001559,STU000555,HK2,2022-2023,2022-04-14,2022-06-04,27083000,2708000,0,24375000,Overdue
INV0001560,STU000574,HK Hè,2025-2026,2025-05-14,2025-06-11,11954000,5977000,0,5977000,Overdue
INV0001561,STU001144,HK1,2022-2023,2022-10-17,2022-11-21,24203000,2420000,0,25672000,Paid
INV0001562,STU001447,HK Hè,2023-2024,2023-09-10,2023-10-14,16428000,0,0,16428000,Overdue
INV0001563,STU001206,HK Hè,2025-2026,2025-09-11,2025-10-25,26599000,0,0,26599000,Partially Paid
INV0001564,STU001127,HK1,2024-2025,2024-06-18,2024-07-19,32893000,0,0,32893000,Paid
INV0001565,STU000115,HK1,2024-2025,2024-08-02,2024-09-28,22649000,2265000,1107000,21491000,Paid
INV0001566,STU001484,HK2,2026-2027,2026-03-04,2026-05-03,27828000,0,0,27828000,Issued
INV0001567,STU000409,HK2,2023-2024,2023-08-22,2023-10-07,23889000,0,0,23889000,Paid
INV0001568,STU001223,HK Hè,2025-2026,2025-05-25,15/07/2025,33172000,16586000,0,16586000,Partially Paid
INV0001569,STU000330,HK Hè,2022-2023,2022-02-27,2022-03-26,16803000,0,0,16803000,Paid
INV0001570,STU000036,HK2,2021-2022,2021-05-17,2021-07-01,27630000,2763000,0,24867000,Overdue
INV0001571,STU000808,HK Hè,2023-2024,2023-06-16,2023-07-14,13414000,1341000,0,12073000,Issued
INV0001572,STU000684,HK1,2022-2023,2022-06-05,2022-07-18,31140000,0,0,31140000,Issued
INV0001573,STU001337,HK2,2022-2023,2022-12-21,2023-02-12,24238000,0,0,24238000,Paid
INV0001574,STU001107,HK1,2028-2029,2028-06-13,2028-07-24,27561000,6890000,0,20671000,Partially Paid
INV0001575,STU000110,HK1,2022-2023,2022-04-02,15/05/2022,21789000,0,0,21789000,Partially Paid
INV0001576,STU001117,HK Hè,2024-2025,2024-07-10,2024-08-11,28518000,2852000,1441000,27107000,Paid
INV0001577,STU000838,HK Hè,2024-2025,2024-04-14,2024-05-14,31359000,0,0,31359000,Partially Paid
INV0001578,STU000574,HK Hè,2024-2025,10/07/2024,2024-09-04,12365000,0,0,12365000,Issued
INV0001579,STU001006,HK2,2028-2029,2028-10-21,2028-11-18,11666000,0,0,11666000,Issued
INV0001580,STU001080,HK2,2025-2026,2025-12-17,2026-02-08,22178000,0,0,22178000,Issued
INV0001581,STU001290,HK Hè,2023-2024,2023-08-30,2023-10-26,26381000,6595000,0,19786000,Overdue
INV0001582,STU000858,HK2,2024-2025,2024-07-24,2024-09-02,8238000,824000,0,7414000,Partially Paid
INV0001583,STU001043,HK1,2026-2027,2026-06-23,2026-08-20,8014000,4007000,0,4007000,Issued
INV0001584,STU000710,HK1,2022-2023,2022-09-06,2022-10-11,19212000,0,0,19212000,Paid
INV0001585,STU000551,HK1,2023-2024,2023-04-07,2023-05-05,34274000,3427000,0,30847000,Paid
INV0001586,STU000304,HK1,2026-2027,2026-12-30,2027-02-10,13441000,1344000,0,12097000,Issued
INV0001587,STU000753,HK1,2027-2028,2027-01-28,2027-03-19,15670000,7835000,0,7835000,Partially Paid
INV0001588,STU001060,HK2,2024-2025,2024-06-18,2024-08-17,33585000,0,0,33585000,Paid
INV0001589,STU000810,HK Hè,2020-2021,2020-09-11,2020-10-17,21646000,0,0,21646000,Issued
INV0001590,STU001004,HK Hè,2027-2028,2027-11-14,2028-01-10,16359000,1636000,931000,15654000,Issued
INV0001591,STU000817,HK1,2026-2027,13/05/2026,2026-06-02,13962000,6981000,0,6981000,Paid
INV0001592,STU000441,HK1,2022-2023,2022-07-15,2022-08-10,28201000,0,457000,28658000,Partially Paid
INV0001593,STU000472,HK2,2022-2023,2022-06-20,2022-07-20,22398000,2240000,0,20158000,Overdue
INV0001594,STU000020,HK2,2029-2030,2029-07-31,2029-09-28,22647000,5662000,0,16985000,Partially Paid
INV0001595,STU000079,HK1,2028-2029,2028-09-09,2028-11-07,12673000,0,1076000,13749000,Partially Paid
INV0001596,STU000676,HK2,2025-2026,2025-04-13,2025-05-04,9434000,2358000,0,7076000,Partially Paid
INV0001597,STU001079,HK Hè,2027-2028,2027-06-30,2027-08-08,28798000,0,269000,29067000,Overdue
INV0001598,STU000652,HK2,2026-2027,2026-10-04,2026-11-13,28614000,0,934000,29548000,Overdue
INV0001599,STU000368,HK1,2022-2023,2022-08-15,2022-10-14,24643000,6161000,0,18482000,Partially Paid
INV0001600,STU000757,HK1,2028-2029,2028-01-18,2028-03-13,21846000,2185000,0,19661000,Overdue
INV0001601,STU000767,HK2,2026-2027,2026-03-06,2026-04-27,16152000,4038000,0,12114000,Issued
INV0001602,STU000053,HK Hè,2021-2022,2021-06-30,2021-07-26,21738000,10869000,1287000,12156000,Partially Paid
INV0001603,STU001440,HK Hè,2022-2023,2022-06-07,2022-07-12,13925000,0,231000,14156000,Issued
INV0001604,STU000941,HK2,2023-2024,2023-09-01,2023-10-25,9642000,4821000,0,4821000,Partially Paid
INV0001605,STU001331,HK Hè,2020-2021,2020-09-19,2020-10-12,16069000,0,0,16069000,Overdue
INV0001606,STU001092,HK2,2028-2029,2028-07-29,2028-09-11,15139000,3785000,0,11354000,Paid
INV0001607,STU001233,HK Hè,2026-2027,2026-06-08,2026-07-31,16497000,4124000,0,12373000,Partially Paid
INV0001608,STU001188,HK Hè,2026-2027,2026-03-09,2026-04-04,32110000,0,166000,32276000,Issued
INV0001609,STU000402,HK Hè,2023-2024,2023-08-02,2023-08-26,30350000,15175000,0,15175000,Issued
INV0001610,STU000144,HK2,2023-2024,2023-06-29,2023-07-22,32222000,8056000,1388000,25554000,Issued
INV0001611,STU000123,HK Hè,2024-2025,2024-02-11,2024-03-24,26733000,13366000,0,13367000,Overdue
INV0001612,STU001248,HK1,2025-2026,2025-11-01,2025-11-24,28203000,0,0,28203000,Paid
INV0001613,STU000587,HK2,2023-2024,2023-08-19,16/09/2023,17172000,0,0,17172000,Overdue
INV0001614,STU001478,HK1,2024-2025,2024-06-11,2024-07-17,23192000,11596000,341000,11937000,Partially Paid
INV0001615,STU000969,HK Hè,2022-2023,2022-04-16,2022-05-19,33797000,0,1353000,35150000,Paid
INV0001616,STU000428,HK2,2024-2025,2024-05-26,2024-07-03,24368000,12184000,254000,12438000,Issued
INV0001617,STU001174,HK2,2026-2027,2026-12-09,2027-01-12,8063000,0,0,8063000,Paid
INV0001618,STU000534,HK Hè,2027-2028,2027-07-23,2027-09-06,22896000,0,0,22896000,Overdue
INV0001619,STU000152,HK Hè,2024-2025,2024-04-18,2024-05-23,24826000,12413000,644000,13057000,Overdue
INV0001620,STU000950,HK Hè,2025-2026,2025-03-23,2025-04-25,18727000,4682000,0,14045000,Issued
INV0001621,STU000652,HK1,2026-2027,2026-03-11,2026-04-26,14645000,3661000,0,10984000,Paid
INV0001622,STU001127,HK1,2020-2021,2020-09-17,2020-10-29,20421000,10210000,0,10211000,Overdue
INV0001623,STU000500,HK Hè,2024-2025,2024-08-26,2024-09-30,22610000,5652000,0,16958000,Issued
INV0001624,STU000255,HK2,2028-2029,2028-10-14,2028-11-26,32041000,0,0,32041000,Partially Paid
INV0001625,STU000101,HK2,2026-2027,2026-11-22,2027-01-08,34030000,8508000,0,25522000,Overdue
INV0001626,STU000496,HK1,2027-2028,2027-07-28,2027-08-19,14960000,0,0,14960000,Paid
INV0001627,STU001258,HK Hè,2024-2025,2024-10-08,2024-11-04,10039000,1004000,0,9035000,Partially Paid
INV0001628,STU000208,HK Hè,2022-2023,2022-11-06,2023-01-03,28295000,2830000,0,25465000,Issued
INV0001629,STU000133,HK1,2021-2022,2021-07-20,2021-09-04,10426000,2606000,0,7820000,Overdue
INV0001630,STU001429,HK2,2027-2028,2027-04-23,2027-06-08,27953000,2795000,0,25158000,Overdue
INV0001631,STU000020,HK Hè,2025-2026,2025-12-02,2026-01-07,12365000,6182000,0,6183000,Overdue
INV0001632,STU000921,HK1,2026-2027,16/09/2026,2026-11-13,13397000,3349000,0,10048000,Overdue
INV0001633,STU000939,HK2,2019-2020,2019-12-05,2020-01-30,34828000,0,0,34828000,Paid
INV0001634,STU000413,HK1,2026-2027,2026-04-11,2026-05-28,13133000,0,0,13133000,Partially Paid
INV0001635,STU000081,HK2,2023-2024,2023-04-27,2023-06-14,30551000,15276000,0,15275000,Paid
INV0001636,STU001140,HK Hè,2027-2028,2027-03-29,24/04/2027,18754000,1875000,0,16879000,Overdue
INV0001637,STU001237,HK2,2029-2030,2029-07-25,2029-08-24,32073000,3207000,0,28866000,Partially Paid
INV0001638,STU000130,HK2,2025-2026,2025-10-23,2025-11-22,34376000,17188000,399000,17587000,Paid
INV0001639,STU000495,HK Hè,2027-2028,16/05/2027,2027-07-12,10499000,0,841000,11340000,Paid
INV0001640,STU001008,HK2,2028-2029,2028-04-18,2028-06-14,13487000,0,0,13487000,Issued
INV0001641,STU000919,HK1,2023-2024,2023-02-07,2023-04-06,19279000,9640000,0,9639000,Partially Paid
INV0001642,STU000050,HK Hè,2024-2025,2024-08-27,2024-09-25,21536000,5384000,174000,16326000,Overdue
INV0001643,STU000169,HK1,2022-2023,2022-11-03,2022-12-08,27293000,2729000,389000,24953000,Paid
INV0001644,STU001275,HK Hè,2021-2022,2021-01-24,2021-03-18,29641000,0,0,29641000,Paid
INV0001645,STU000407,HK Hè,2023-2024,2023-05-19,2023-06-10,25717000,6429000,0,19288000,Overdue
INV0001646,STU000697,HK2,2025-2026,2025-11-01,2025-12-06,16184000,0,0,16184000,Partially Paid
INV0001647,STU000778,HK2,2027-2028,2027-02-03,2027-03-13,11585000,0,0,11585000,Partially Paid
INV0001648,STU000303,HK Hè,2026-2027,2026-05-12,2026-06-06,29231000,0,0,29231000,Partially Paid
INV0001649,STU001263,HK1,2029-2030,2029-12-21,2030-02-15,10483000,0,0,10483000,Overdue
INV0001650,STU000045,HK Hè,2027-2028,2027-11-03,2027-12-15,25815000,0,0,25815000,Partially Paid
INV0001651,STU001184,HK1,2026-2027,2026-03-16,2026-04-30,23892000,11946000,0,11946000,Partially Paid
INV0001652,STU001277,HK1,2029-2030,2029-02-27,2029-04-05,9349000,0,0,9349000,Partially Paid
INV0001653,STU000911,HK Hè,2029-2030,2029-06-18,2029-07-23,14342000,0,0,14342000,Overdue
INV0001654,STU000269,HK1,2026-2027,2026-03-18,2026-05-09,21569000,0,0,21569000,Partially Paid
INV0001655,STU000978,HK1,2023-2024,2023-05-05,2023-06-12,18378000,0,0,18378000,Paid
INV0001656,STU001378,HK2,2028-2029,2028-02-22,2028-04-04,29642000,7410000,559000,22791000,Paid
INV0001657,STU001273,HK Hè,2021-2022,2021-04-02,2021-05-14,26721000,0,0,26721000,Overdue
INV0001658,STU000011,HK1,2024-2025,2024-10-26,2024-11-26,10331000,0,1173000,11504000,Paid
INV0001659,STU000287,HK2,2022-2023,2022-11-24,2023-01-08,34459000,0,0,34459000,Paid
INV0001660,STU001109,HK2,2025-2026,2025-01-20,2025-03-10,30666000,7666000,625000,23625000,Issued
INV0001661,STU001301,HK2,2024-2025,2024-04-12,2024-06-10,15275000,0,912000,16187000,Partially Paid
INV0001662,STU000824,HK1,2025-2026,2025-03-21,2025-05-19,18337000,1834000,1278000,17781000,Paid
INV0001663,STU000995,HK1,2029-2030,2029-01-17,2029-02-16,26273000,13136000,0,13137000,Issued
INV0001664,STU000761,HK Hè,2022-2023,2022-01-05,2022-03-06,31548000,0,1164000,32712000,Overdue
INV0001665,STU001315,HK1,2024-2025,2024-08-24,2024-10-12,24205000,12102000,0,12103000,Overdue
INV0001666,STU000235,HK2,2025-2026,2025-02-23,2025-03-21,27402000,13701000,0,13701000,Overdue
INV0001667,STU001232,HK2,2023-2024,2023-11-18,2023-12-24,29757000,14878000,0,14879000,Overdue
INV0001668,STU001463,HK2,2022-2023,2022-07-12,2022-08-03,33459000,8365000,0,25094000,Paid
INV0001669,STU001386,HK2,2021-2022,2021-01-06,2021-02-14,18705000,4676000,1385000,15414000,Paid
INV0001670,STU000364,HK2,2023-2024,2023-10-03,2023-11-04,24262000,0,0,24262000,Partially Paid
INV0001671,STU000537,HK Hè,2025-2026,2025-07-18,2025-08-13,10535000,2634000,0,7901000,Overdue
INV0001672,STU000232,HK2,2024-2025,2024-08-31,2024-09-24,31535000,0,0,31535000,Issued
INV0001673,STU000594,HK1,2025-2026,2025-08-10,2025-10-07,11381000,1138000,0,10243000,Overdue
INV0001674,STU000090,HK Hè,2025-2026,2025-07-15,2025-08-11,24202000,12101000,0,12101000,Issued
INV0001675,STU000803,HK Hè,2023-2024,2023-03-25,13/05/2023,25623000,0,0,25623000,Partially Paid
INV0001676,STU000756,HK1,2021-2022,2021-05-20,2021-06-13,22698000,5674000,0,17024000,Paid
INV0001677,STU000514,HK2,2029-2030,03/12/2029,2030-01-03,27160000,0,0,27160000,Partially Paid
INV0001678,STU001471,HK2,2023-2024,2023-07-12,2023-09-05,14116000,7058000,306000,7364000,Partially Paid
INV0001679,STU000591,HK1,2028-2029,2028-11-27,2029-01-17,8823000,882000,0,7941000,Overdue
INV0001680,STU000654,HK2,2028-2029,2028-02-07,2028-03-04,18036000,0,1302000,19338000,Issued
INV0001681,STU000153,HK2,2020-2021,2020-02-02,2020-03-03,27690000,6922000,0,20768000,Issued
INV0001682,STU000828,HK Hè,2027-2028,2027-07-23,2027-08-22,13770000,0,0,13770000,Issued
INV0001683,STU000629,HK Hè,2025-2026,2025-09-19,2025-11-10,23041000,0,486000,23527000,Issued
INV0001684,STU000719,HK Hè,2022-2023,2022-11-22,2022-12-24,16205000,1620000,0,14585000,Partially Paid
INV0001685,STU001357,HK1,2027-2028,2027-05-28,2027-07-09,27095000,13548000,0,13547000,Overdue
INV0001686,STU000157,HK1,2028-2029,2028-08-15,2028-09-23,30732000,3073000,0,28497000,Overdue
INV0001687,STU001086,HK1,2023-2024,2023-10-14,2023-12-06,8478000,0,0,8478000,Paid
INV0001688,STU000563,HK2,2026-2027,2026-05-05,2026-06-15,25408000,6352000,1065000,20121000,Overdue
INV0001689,STU001007,HK1,2023-2024,2023-08-28,2023-10-09,19526000,9763000,1346000,11109000,Partially Paid
INV0001690,STU001280,HK Hè,2025-2026,2025-11-08,2025-11-30,13975000,6988000,815000,7802000,Paid
INV0001691,STU000523,HK2,2024-2025,2024-02-22,2024-04-03,10681000,1068000,0,9613000,Paid
INV0001692,STU000044,HK2,2023-2024,2023-08-01,2023-09-06,27176000,2718000,0,24458000,Overdue
INV0001693,STU000594,HK1,2024-2025,2024-07-19,2024-08-10,21571000,5393000,0,16178000,Issued
INV0001694,STU000263,HK Hè,2025-2026,2025-07-24,2025-09-04,24587000,6147000,0,18440000,Partially Paid
INV0001695,STU001356,HK2,2025-2026,2025-03-22,2025-05-11,19899000,0,0,19899000,Partially Paid
INV0001696,STU000098,HK2,2022-2023,2022-10-08,2022-12-04,10351000,0,0,10351000,Partially Paid
INV0001697,STU001178,HK Hè,2025-2026,2025-02-07,2025-03-23,16468000,0,0,16468000,Paid
INV0001698,STU000368,HK2,2022-2023,2022-11-07,2023-01-03,14621000,0,0,14621000,Overdue
INV0001699,STU000641,HK Hè,2026-2027,2026-11-17,2027-01-15,15897000,7948000,0,7949000,Partially Paid
INV0001700,STU001317,HK1,2028-2029,2028-07-17,2028-08-06,16897000,8448000,0,8449000,Overdue
INV0001701,STU000996,HK2,2028-2029,2028-04-02,2028-05-29,33805000,3380000,0,30425000,Partially Paid
INV0001702,STU000054,HK1,2024-2025,2024-05-15,2024-06-29,15262000,0,0,15262000,Issued
INV0001703,STU000460,HK Hè,2022-2023,19/11/2022,2022-12-10,24713000,12356000,0,12357000,Overdue
INV0001704,STU001374,HK2,2027-2028,2027-01-21,2027-03-17,14402000,0,0,14402000,Partially Paid
INV0001705,STU000324,HK2,2020-2021,2020-10-26,2020-11-23,24103000,0,0,24103000,Partially Paid
INV0001706,STU000520,HK1,2026-2027,2026-04-14,2026-05-25,28434000,0,0,28434000,Paid
INV0001707,STU001155,HK Hè,2025-2026,2025-02-27,2025-03-25,17402000,0,0,17402000,Issued
INV0001708,STU000011,HK Hè,2026-2027,2026-03-08,2026-03-30,31182000,7796000,0,23386000,Partially Paid
INV0001709,STU000923,HK1,2023-2024,2023-05-23,2023-06-30,34862000,0,0,34862000,Paid
INV0001710,STU000296,HK1,2025-2026,2025-11-26,2026-01-10,25721000,0,0,25721000,Partially Paid
INV0001711,STU000607,HK2,2022-2023,2022-02-09,2022-04-09,22936000,0,0,22936000,Overdue
INV0001712,STU000095,HK1,2025-2026,11/05/2025,2025-06-15,10469000,0,0,10469000,Issued
INV0001713,STU001364,HK1,2027-2028,2027-01-23,2027-03-05,26863000,0,552000,27415000,Issued
INV0001714,STU000069,HK Hè,2025-2026,2025-04-01,2025-05-16,18034000,0,0,18034000,Issued
INV0001715,STU001263,HK2,2029-2030,2029-07-29,2029-09-17,32729000,3273000,1253000,30709000,Issued
INV0001716,STU000655,HK Hè,2024-2025,2024-04-14,2024-05-23,25719000,6430000,0,19289000,Paid
INV0001717,STU000878,HK1,2028-2029,2028-08-30,2028-10-13,25640000,0,0,25640000,Partially Paid
INV0001718,STU000994,HK2,2028-2029,2028-08-26,2028-10-13,11815000,1182000,206000,10839000,Overdue
INV0001719,STU001419,HK1,2024-2025,2024-11-30,2024-12-22,28265000,7066000,0,21199000,Partially Paid
INV0001720,STU001182,HK Hè,2026-2027,2026-12-04,2026-12-30,12501000,0,0,12501000,Paid
INV0001721,STU001135,HK1,2026-2027,2026-03-17,2026-04-17,20445000,0,0,20445000,Paid
