Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status
PAY0001935,INV0001449,STU000413,2027-01-26,Cash,45710000,TXN-50921271IW,Successful
PAY0001936,INV0000499,STU001293,2020-07-19,Card,8639000,TXN-69501735ER,Pending
PAY0001937,INV0000217,STU001352,2022-11-04,Card,12695000,TXN-99185716ZO,Successful
PAY0001938,INV0002880,STU000891,2023-05-08,Cash,15365000,TXN-32449110GP,Failed
PAY0001939,INV0000100,STU001408,2021-04-16,Cash,14068000,TXN-47590661IU,Successful
PAY0001940,INV0002605,STU000133,2021-07-02,Card,12768000,TXN-66623392CW,Successful
PAY0001941,INV0001894,STU001413,2027-10-27,E-Wallet,4272000,TXN-97548694RX,Successful
PAY0001942,INV0002409,STU000834,2026-10-15,E-Wallet,12429000,TXN-83943685TZ,Successful
PAY0001943,INV0001748,STU001365,2022-05-25,Bank Transfer,4437000,TXN-93402012JS,Successful
PAY0001944,INV0002014,STU000859,2025-01-29,E-Wallet,12661000,TXN-61828566LI,Successful
PAY0001945,INV0000866,STU001001,2023-12-31,E-Wallet,6617000,TXN-91126048FE,Successful
PAY0001946,INV0002578,STU000354,2020-02-11,Cash,10149000,TXN-31959556IV,Successful
PAY0001947,INV0000370,STU000900,2020-08-14,Cash,10047000,TXN-73975947HX,Successful
PAY0001948,INV0002601,STU000895,,Cash,12469000,TXN-69189665TD,Successful
PAY0001949,INV0001060,STU001419,2028-01-17,Cash,9298000,TXN-78266268SG,Successful
PAY0001950,INV0001926,STU001034,2026-04-19,E-Wallet,9979000,TXN-41151833PP,Successful
PAY0001951,INV0002567,STU000743,2023-02-28,Bank Transfer,20653000,TXN-41930387GK,Successful
PAY0001952,INV0000032,STU000589,,E-Wallet,8452000,TXN-33609160RB,Pending
PAY0001953,INV0002480,STU000556,2022-09-05,Cash,8330000,TXN-64423427BI,Successful
PAY0001954,INV0000257,STU000557,2022-07-21,Cash,26368000,TXN-45732702XI,Successful
PAY0001955,INV0001104,STU001368,2024-08-26,Bank Transfer,21341000,TXN-57574272SE,Failed
PAY0001956,INV0001222,STU000682,2022-12-03,Card,22457000,TXN-82141891SR,Successful
PAY0001957,INV0001642,STU000050,2024-09-13,Cash,14335000,TXN-79904030GB,Successful
PAY0001958,INV0001230,STU000788,2026-06-07,Cash,12913000,TXN-66123277AK,Successful
PAY0001959,INV0002162,STU000496,2029-07-20,Card,3659000,TXN-75738962RO,Successful
PAY0001960,INV0000966,STU000680,2025-11-27,Card,3445000,TXN-30123884RL,Successful
PAY0001961,INV0002257,STU000177,2024-12-28,E-Wallet,3643000,TXN-99848950MA,Failed
PAY0001962,INV0002653,STU000483,2021-10-19,Card,2778000,TXN-25018145SG,Successful
PAY0001963,INV0000701,STU000767,2027-10-08,Cash,11814000,TXN-43949268WW,Successful
PAY0001964,INV0000558,STU000112,2024-04-17,E-Wallet,18915000,TXN-56712305OF,Successful
PAY0001965,INV0000755,STU000678,2021-08-09,Card,23585000,TXN-60352749SR,Successful
PAY0001966,INV0002724,STU001247,2026-09-06,E-Wallet,13774000,TXN-74380724TY,Failed
PAY0001967,INV0002205,STU000383,2027-09-02,Cash,10470000,TXN-77021144MR,Successful
PAY0001968,INV0001049,STU000776,2021-05-20,Bank Transfer,3542000,TXN-06897535OG,Successful
PAY0001969,INV0000030,STU000337,2023-09-17,Cash,2136000,TXN-82769123IE,Successful
PAY0001970,INV0001580,STU001080,2026-02-20,Card,18423000,TXN-82431348CB,Successful
PAY0001971,INV0001962,STU001349,2024-02-07,Card,12901000,TXN-15744236UE,Successful
PAY0001972,INV0002766,STU001075,2025-07-11,Cash,1238000,TXN-03338914MB,Successful
PAY0001973,INV0002423,STU000017,2025-11-30,Card,12672000,TXN-24886771GD,Successful
PAY0001974,INV0001880,STU000818,2026-04-03,E-Wallet,15450000,TXN-46546388KS,Successful
PAY0001975,INV0000697,STU000275,03/10/2023,E-Wallet,15689000,TXN-03665708SG,Successful
PAY0001976,INV0001262,STU000712,2024-01-09,Bank Transfer,7003000,TXN-03713360GM,Successful
PAY0001977,INV0000609,STU000992,2025-12-01,Cash,8147000,TXN-63442476NP,Successful
PAY0001978,INV0000671,STU000111,2025-01-29,Card,4587000,TXN-36768620JR,Successful
PAY0001979,INV0000945,STU001114,2026-01-20,Bank Transfer,6576000,TXN-42969927XW,Successful
PAY0001980,INV0000895,STU000663,2024-10-25,Card,4651000,TXN-98165494YQ,Successful
PAY0001981,INV0002653,STU000483,2021-07-24,Card,7457000,TXN-27128395FA,Successful
PAY0001982,INV0000371,STU000669,2026-04-24,Card,9490000,TXN-70059069XQ,Successful
PAY0001983,INV0000709,STU000270,2020-11-25,Bank Transfer,16607000,TXN-39552417NN,Successful
PAY0001984,INV0000659,STU000435,,Cash,4820000,TXN-41919343DU,Successful
PAY0001985,INV0002210,STU000402,,Card,11817000,TXN-07790027JZ,Successful
PAY0001986,INV0001219,STU000563,2025-08-23,Cash,4879000,TXN-39078772VL,Successful
PAY0001987,INV0002203,STU000448,2023-06-20,Card,18332000,TXN-30241569GL,Successful
PAY0001988,INV0002483,STU000238,2022-08-18,Cash,5719000,TXN-37822560VO,Successful
PAY0001989,INV0002032,STU000324,2022-08-10,Bank Transfer,21543000,TXN-30866911HW,Failed
PAY0001990,INV0002732,STU000322,2027-04-21,Card,12563000,TXN-90778137MI,Successful
PAY0001991,INV0001674,STU000090,2025-10-12,Card,7674000,TXN-94662380HM,Successful
PAY0001992,INV0000957,STU000306,,E-Wallet,12281000,TXN-35175593UI,Successful
PAY0001993,INV0002298,STU000675,2023-09-24,E-Wallet,18541000,TXN-42961782KT,Successful
PAY0001994,INV0000506,STU001285,2028-11-14,E-Wallet,5945000,TXN-72964127ZU,Successful
PAY0001995,INV0001299,STU000028,2027-02-26,Card,12865000,TXN-88286347OF,Successful
PAY0001996,INV0000131,STU000406,2021-07-17,Card,8300000,TXN-63341159OR,Successful
PAY0001997,INV0002980,STU000993,2025-09-09,Bank Transfer,14399000,TXN-78998872CX,Successful
PAY0001998,INV0002620,STU000910,2027-05-11,Card,8037000,TXN-35005411KB,Successful
PAY0001999,INV0002287,STU001350,2025-07-16,E-Wallet,10066000,TXN-92266299DI,Successful
PAY0002000,INV0000527,STU000029,2024-01-07,Cash,5127000,TXN-97487615DY,Successful
PAY0002001,INV0002399,STU001417,2025-05-29,Bank Transfer,13555000,TXN-23659939WH,Successful
PAY0002002,INV0002349,STU001336,2023-03-27,Bank Transfer,8082000,TXN-67533373UP,Successful
PAY0002003,INV0001608,STU001188,2026-06-13,Card,12236000,TXN-68988117FI,Reversed
PAY0002004,INV0001008,STU000088,2025-04-17,E-Wallet,5184000,TXN-04962242LB,Successful
PAY0002005,INV0002552,STU000932,2027-05-31,Card,21088000,TXN-74648834LP,Successful
PAY0002006,INV0000959,STU000439,2021-11-22,E-Wallet,12295000,TXN-61874387XG,Successful
PAY0002007,INV0001979,STU000003,2024-02-20,Bank Transfer,10594000,TXN-03240755IU,Successful
PAY0002008,INV0001664,STU000761,2021-11-08,Card,15913000,TXN-40650932RD,Successful
PAY0002009,INV0000068,STU000856,2023-06-18,Bank Transfer,7981000,TXN-02067931ZM,Successful
PAY0002010,INV0000364,STU000487,2023-09-27,Card,9347000,TXN-18977880AN,Successful
PAY0002011,INV0001658,STU000011,2024-12-26,E-Wallet,7615000,TXN-31979848TX,Successful
PAY0002012,INV0000336,STU000551,2023-10-23,Bank Transfer,6089000,TXN-29733151QC,Successful
PAY0002013,INV0002350,STU000791,2025-10-05,Bank Transfer,11312000,TXN-22263808SV,Successful
PAY0002014,INV0001549,STU001111,,Card,6339000,TXN-29235140BB,Successful
PAY0002015,INV0000302,STU000100,13/03/2028,Card,5882000,TXN-47120159HY,Successful
PAY0002016,INV0000010,STU000117,30/07/2025,E-Wallet,16003000,TXN-23829953PS,Successful
PAY0002017,INV0000198,STU000783,2025-07-25,Cash,3496000,TXN-83530127BO,Successful
PAY0002018,INV0001791,STU000087,2027-02-23,E-Wallet,9103000,TXN-37058179VA,Successful
PAY0002019,INV0000744,STU001187,2023-07-14,E-Wallet,11095000,TXN-08819874XZ,Successful
PAY0002020,INV0000900,STU001152,2022-10-08,Bank Transfer,12952000,TXN-65933252DE,Pending
PAY0002021,INV0002653,STU000483,2021-08-11,Card,2333000,TXN-96909950GO,Failed
PAY0002022,INV0001570,STU000036,2021-07-22,Card,23615000,TXN-41214543VM,Pending
PAY0002023,INV0002420,STU001320,2025-03-20,Bank Transfer,3743000,TXN-02238011HK,Successful
PAY0002024,INV0002820,STU000949,2024-03-28,Card,5708000,TXN-66018908IW,Successful
PAY0002025,INV0001589,STU000810,2020-11-30,Bank Transfer,11210000,TXN-20899550HK,Successful
PAY0002026,INV0002398,STU000513,2024-03-13,Cash,14653000,TXN-33542993JU,Successful
PAY0002027,INV0001951,STU001297,2022-07-15,Card,20268000,TXN-70575240TV,Pending
PAY0002028,INV0002344,STU001470,2026-04-16,Cash,6663000,TXN-76733774EL,Successful
PAY0002029,INV0002583,STU001379,2025-04-02,Bank Transfer,16669000,TXN-57354406IB,Successful
PAY0002030,INV0001840,STU001221,2023-04-30,Cash,16054000,TXN-21174140FG,Successful
PAY0002031,INV0000702,STU000301,2023-06-25,Card,8797000,TXN-17769721TT,Successful
PAY0002032,INV0001232,STU001046,2025-05-08,Bank Transfer,2148000,TXN-21883527KT,Failed
PAY0002033,INV0000211,STU001435,2027-05-04,Bank Transfer,7283000,TXN-29615498KB,Successful
PAY0002034,INV0002292,STU000729,2023-05-30,Card,4300000,TXN-84276669YK,Successful
PAY0002035,INV0001201,STU000548,2027-07-04,Cash,7217000,TXN-92701950QV,Successful
PAY0002036,INV0000343,STU000996,2027-11-02,Card,3722000,TXN-82749992QJ,Successful
PAY0002037,INV0001760,STU001173,2025-06-05,E-Wallet,19631000,TXN-11007482JZ,Successful
PAY0002038,INV0002716,STU000056,2027-05-01,Cash,8852000,TXN-64834952NR,Successful
PAY0002039,INV0001713,STU001364,2027-03-26,Bank Transfer,16399000,TXN-66160712GA,Pending
PAY0002040,INV0002268,STU001011,2030-06-30,Bank Transfer,14291000,TXN-68341023YO,Successful
PAY0002041,INV0002840,STU001268,2025-03-12,Bank Transfer,18183000,TXN-61363024KB,Successful
PAY0002042,INV0002065,STU000516,2022-09-16,Cash,11053000,TXN-75736304VS,Successful
PAY0002043,INV0001764,STU001482,2025-01-10,Card,10362000,TXN-97876282TB,Successful
PAY0002044,INV0000045,STU001091,2021-12-21,Card,22021000,TXN-75771003AC,Successful
PAY0002045,INV0001444,STU001345,,Cash,4732000,TXN-59070796EW,Failed
PAY0002046,INV0001717,STU000878,2028-11-28,Bank Transfer,13471000,TXN-91017967WH,Successful
PAY0002047,INV0001662,STU000824,2025-06-23,Bank Transfer,13370000,TXN-82136280DI,Successful
PAY0002048,INV0001606,STU001092,2028-08-06,Card,6856000,TXN-82978215DB,Pending
PAY0002049,INV0000887,STU001120,2026-03-18,Cash,9559000,TXN-93410665XK,Reversed
PAY0002050,INV0002837,STU001411,2025-03-23,Card,3706000,TXN-08622550JA,Successful
PAY0002051,INV0002080,STU000909,2028-05-26,Card,17588000,TXN-18430905SN,Successful
PAY0002052,INV0002576,STU000018,2024-06-14,Cash,6465000,TXN-93003150SQ,Successful
PAY0002053,INV0002891,STU001418,2026-12-16,Card,13109000,TXN-20973273PD,Successful
PAY0002054,INV0001154,STU000209,2023-04-28,Bank Transfer,4053000,TXN-68173198GO,Successful
PAY0002055,INV0002984,STU000373,2025-10-12,Card,1301000,TXN-05268071UH,Successful
PAY0002056,INV0000968,STU000272,2022-11-27,Cash,4629000,TXN-39239329FR,Successful
PAY0002057,INV0002850,STU000432,2029-06-15,Bank Transfer,8748000,TXN-88695512LQ,Successful
PAY0002058,INV0001428,STU000969,2025-09-20,Card,6174000,TXN-75114905GT,Successful
PAY0002059,INV0002553,STU000614,2023-01-08,E-Wallet,18646000,TXN-97126544II,Successful
PAY0002060,INV0000696,STU000448,2025-05-04,Card,23451000,TXN-06178168WR,Successful
PAY0002061,INV0001134,STU000480,2027-01-04,Bank Transfer,7996000,TXN-78804142WD,Successful
PAY0002062,INV0002335,STU001083,2029-09-13,E-Wallet,5846000,TXN-52932537WF,Successful
PAY0002063,INV0002549,STU000117,2026-09-04,Card,10215000,TXN-72033547LL,Pending
PAY0002064,INV0002427,STU000701,2021-11-28,Cash,20829000,TXN-47034259GH,Successful
PAY0002065,INV0001307,STU000583,2027-11-18,Card,4282000,TXN-88106161VY,Successful
PAY0002066,INV0001745,STU000526,2024-02-07,Cash,3655000,TXN-32366623GF,Successful
PAY0002067,INV0000796,STU000242,2029-08-21,Card,4140000,TXN-06328507FB,Successful
PAY0002068,INV0000878,STU000880,2027-06-17,E-Wallet,14400000,TXN-72534289KU,Successful
PAY0002069,INV0000196,STU000114,2025-04-24,Card,3774000,TXN-30313573WK,Failed
PAY0002070,INV0001510,STU001374,2024-09-11,E-Wallet,3185000,TXN-46072532MI,Successful
PAY0002071,INV0001408,STU000621,2025-04-09,Card,25778000,TXN-24881059SQ,Successful
PAY0002072,INV0002591,STU000389,2025-04-16,E-Wallet,6599000,TXN-75863721HB,Successful
PAY0002073,INV0001832,STU000045,,E-Wallet,18882000,TXN-02252269XU,Successful
PAY0002074,INV0001094,STU000784,2025-02-15,Bank Transfer,5604000,TXN-41553345BN,Successful
PAY0002075,INV0000215,STU000674,2027-06-02,E-Wallet,6481000,TXN-91385194SL,Successful
PAY0002076,INV0000986,STU001206,2028-02-07,E-Wallet,19606000,TXN-98018702XT,Successful
PAY0002077,INV0001894,STU001413,2027-10-22,E-Wallet,3218000,TXN-34015428LT,Successful
PAY0002078,INV0001590,STU001004,2027-11-23,Cash,14495000,TXN-18604494HZ,Successful
PAY0002079,INV0000377,STU000918,2027-10-10,E-Wallet,3786000,TXN-81118627DT,Successful
PAY0002080,INV0000417,STU001201,2022-09-19,Cash,14807000,TXN-34712383OU,Successful
PAY0002081,INV0002967,STU001057,2025-05-14,Bank Transfer,16280000,TXN-36491218FJ,Successful
PAY0002082,INV0000657,STU000495,2027-08-05,Bank Transfer,10674000,TXN-50250720RT,Successful
PAY0002083,INV0002811,STU000396,2026-11-15,E-Wallet,23461000,TXN-72389438YS,Successful
PAY0002084,INV0000329,STU000222,2027-05-18,E-Wallet,13499000,TXN-81350284KW,Successful
PAY0002085,INV0000630,STU001385,2025-08-23,E-Wallet,8848000,TXN-22283689TY,Successful
PAY0002086,INV0002752,STU000645,2021-12-23,Cash,17570000,TXN-14132899MH,Pending
PAY0002087,INV0001047,STU000087,2029-04-07,Cash,11531000,TXN-25461180LC,Successful
PAY0002088,INV0002101,STU001056,2024-06-02,Card,3506000,TXN-14087500VS,Successful
PAY0002089,INV0002143,STU000534,2026-07-09,E-Wallet,10004000,TXN-89134366HZ,Successful
PAY0002090,INV0002924,STU000825,31/10/2024,Card,6694000,TXN-88235820TJ,Successful
PAY0002091,INV0001678,STU001471,2023-07-31,Card,6525000,TXN-59506470UO,Successful
PAY0002092,INV0000243,STU000150,2029-11-13,E-Wallet,7233000,TXN-46259080RU,Successful
PAY0002093,INV0002198,STU001343,2026-06-04,Bank Transfer,33482000,TXN-54045117KB,Reversed
PAY0002094,INV0001079,STU000890,2024-10-13,Card,5037000,TXN-99654089YF,Successful
PAY0002095,INV0000112,STU000301,2024-04-27,E-Wallet,3809000,TXN-50609108ZU,Failed
PAY0002096,INV0002259,STU000328,2026-04-08,Bank Transfer,16875000,TXN-86533348RX,Reversed
PAY0002097,INV0002855,STU000711,2027-04-27,Card,8731000,TXN-33573409DX,Successful
PAY0002098,INV0001511,STU001348,2022-09-07,E-Wallet,68239000,TXN-05871543CN,Pending
PAY0002099,INV0002816,STU000300,2025-12-27,Bank Transfer,12753000,TXN-39964878GA,Successful
PAY0002100,INV0002922,STU000431,2024-06-26,Card,10068000,TXN-53758713YV,Successful
PAY0002101,INV0001248,STU000406,2023-03-09,Bank Transfer,16691000,TXN-13914736TN,Successful
PAY0002102,INV0000689,STU000621,2023-02-28,Cash,19330000,TXN-29914668VM,Successful
PAY0002103,INV0001348,STU000892,2022-10-30,Card,13503000,TXN-46858246EP,Successful
PAY0002104,INV0001763,STU000540,2029-03-31,E-Wallet,6018000,TXN-83393715RJ,Successful
PAY0002105,INV0000776,STU001456,2020-10-02,E-Wallet,9203000,TXN-59549370HY,Successful
PAY0002106,INV0002669,STU000388,2027-04-21,E-Wallet,9953000,TXN-33594705NF,Successful
PAY0002107,INV0000965,STU001381,2025-05-15,Cash,11181000,TXN-21241405OI,Successful
PAY0002108,INV0001834,STU001377,2027-06-08,E-Wallet,14749000,TXN-23781160GG,Successful
PAY0002109,INV0001918,STU000036,2022-12-06,Bank Transfer,12467000,TXN-24491744CA,Successful
PAY0002110,INV0000459,STU000011,2026-01-15,Bank Transfer,9062000,TXN-82877574FJ,Successful
PAY0002111,INV0001019,STU000082,2027-08-20,Cash,7459000,TXN-86123319OL,Successful
PAY0002112,INV0002758,STU000797,2024-01-10,Card,3918000,TXN-33370918EM,Successful
PAY0002113,INV0001476,STU000553,2025-09-15,Cash,15558000,TXN-28725417AY,Successful
PAY0002114,INV0002269,STU000574,2026-09-25,Cash,18236000,TXN-65067601NU,Failed
PAY0002115,INV0002925,STU000682,2024-08-01,Bank Transfer,26486000,TXN-68623753OV,Successful
PAY0002116,INV0000706,STU000294,2022-10-18,Bank Transfer,23058000,TXN-98087892AK,Pending
PAY0002117,INV0000150,STU001126,2023-01-25,Bank Transfer,9477000,TXN-71191210RB,Pending
PAY0002118,INV0001645,STU000407,2023-08-02,Cash,6009000,TXN-68765508HF,Failed
PAY0002119,INV0001355,STU000428,2025-09-22,Cash,27160000,TXN-36822422YU,Reversed
PAY0002120,INV0001610,STU000144,2023-09-23,Cash,19478000,TXN-73183387JF,Successful
PAY0002121,INV0002922,STU000431,2024-06-28,E-Wallet,19895000,TXN-69826936EP,Successful
PAY0002122,INV0001650,STU000045,2028-02-02,E-Wallet,25783000,TXN-97553978XI,Failed
PAY0002123,INV0001712,STU000095,2025-06-04,Bank Transfer,11959000,TXN-20026675OI,Successful
PAY0002124,INV0000023,STU001027,20/06/2023,Card,9323000,TXN-61940352BK,Failed
PAY0002125,INV0000733,STU001460,2021-08-28,Bank Transfer,12329000,TXN-03281561SU,Successful
PAY0002126,INV0000692,STU001339,,Card,19074000,TXN-88806454CD,Successful
PAY0002127,INV0000124,STU000561,2024-12-05,Card,29699000,TXN-80456858YZ,Successful
PAY0002128,INV0002651,STU001257,2027-03-23,Bank Transfer,15040000,TXN-85137339GH,Successful
PAY0002129,INV0002182,STU000313,2021-05-05,Bank Transfer,2819000,TXN-93898673OW,Successful
PAY0002130,INV0002413,STU000967,2021-11-14,Card,8431000,TXN-20335182QY,Successful
PAY0002131,INV0001298,STU001400,2027-10-02,Bank Transfer,9931000,TXN-82968660OU,Successful
PAY0002132,INV0000531,STU000891,2022-10-16,Cash,7409000,TXN-23832542AH,Successful
PAY0002133,INV0001021,STU000015,2027-08-15,Bank Transfer,5413000,TXN-47792503XP,Successful
PAY0002134,INV0002964,STU001051,2027-01-12,Card,8154000,TXN-72692219UQ,Failed
PAY0002135,INV0001908,STU001076,2024-02-25,Bank Transfer,10227000,TXN-17433222ZF,Successful
PAY0002136,INV0002188,STU000834,,Bank Transfer,2510000,TXN-43556368GB,Successful
PAY0002137,INV0002214,STU001072,2022-04-27,Card,21826000,TXN-74599615PD,Reversed
PAY0002138,INV0000682,STU000286,2022-02-26,Cash,20080000,TXN-65333333FS,Successful
PAY0002139,INV0002456,STU000146,2025-08-09,E-Wallet,1158000,TXN-12034258YH,Successful
PAY0002140,INV0001588,STU001060,2024-09-18,Bank Transfer,22155000,TXN-66696381IE,Pending
PAY0002141,INV0002561,STU001339,2023-04-26,Cash,10345000,TXN-07622618BL,Successful
PAY0002142,INV0000877,STU000928,2021-10-15,E-Wallet,17638000,TXN-30284961ME,Successful
PAY0002143,INV0002757,STU001391,2024-09-27,Cash,10173000,TXN-92897486YS,Successful
PAY0002144,INV0000219,STU000150,2029-04-22,Card,6418000,TXN-19379943EE,Successful
PAY0002145,INV0001271,STU001297,2024-07-19,Bank Transfer,4459000,TXN-69868047BU,Successful
PAY0002146,INV0001719,STU001419,2025-02-07,Bank Transfer,11519000,TXN-29264566WN,Successful
PAY0002147,INV0000020,STU001126,2020-10-08,E-Wallet,5133000,TXN-19420781TE,Successful
PAY0002148,INV0001884,STU001236,2026-02-11,E-Wallet,3868000,TXN-08222495HK,Successful
PAY0002149,INV0000867,STU000772,2028-12-19,E-Wallet,20976000,TXN-11374031KR,Successful
PAY0002150,INV0002180,STU001446,2022-01-14,Bank Transfer,13573000,TXN-12515149DU,Successful
PAY0002151,INV0001777,STU001175,2023-05-09,Cash,15339000,TXN-58341405KL,Successful
PAY0002152,INV0000692,STU001339,2023-05-02,E-Wallet,15292000,TXN-05728109BB,Successful
PAY0002153,INV0000577,STU001376,2027-03-04,Card,7754000,TXN-72619571AL,Successful
PAY0002154,INV0000274,STU001440,2024-10-18,E-Wallet,11357000,TXN-47427347DQ,Pending
PAY0002155,INV0002139,STU001184,2027-09-16,Card,7604000,TXN-16498068DN,Successful
PAY0002156,INV0000242,STU000821,2025-04-28,Card,7475000,TXN-78708281BF,Successful
PAY0002157,INV0000315,STU001307,2026-04-27,Bank Transfer,6906000,TXN-49688063XG,Successful
PAY0002158,INV0000236,STU000655,2023-05-09,E-Wallet,11714000,TXN-01112232XE,Successful
PAY0002159,INV0000359,STU000865,2024-09-12,E-Wallet,7452000,TXN-43070195QO,Pending
PAY0002160,INV0000909,STU000213,25/09/2027,Card,3790000,TXN-87998739ZZ,Successful
PAY0002161,INV0002985,STU000186,2025-08-28,Bank Transfer,4443000,TXN-97254787VZ,Successful
PAY0002162,INV0000323,STU001104,2025-01-19,Cash,9694000,TXN-99870639GA,Successful
PAY0002163,INV0000365,STU001124,2024-11-17,Bank Transfer,8050000,TXN-32434713WR,Successful
PAY0002164,INV0000840,STU000991,2023-04-15,E-Wallet,5446000,TXN-47184517EV,Successful
PAY0002165,INV0002353,STU000239,,Bank Transfer,8745000,TXN-04578109PR,Successful
PAY0002166,INV0002318,STU001164,2026-05-09,Cash,6296000,TXN-80424883LY,Successful
PAY0002167,INV0002597,STU000416,2026-12-31,Cash,8683000,TXN-32122110OX,Successful
PAY0002168,INV0002361,STU001260,25/10/2022,Bank Transfer,11258000,TXN-81039099UF,Failed
PAY0002169,INV0002252,STU000627,2025-11-25,E-Wallet,21552000,TXN-74538234ZA,Successful
PAY0002170,INV0000665,STU000637,2028-10-26,E-Wallet,8515000,TXN-48728535WR,Successful
PAY0002171,INV0000896,STU000954,2027-08-21,Card,10821000,TXN-86730170TH,Successful
PAY0002172,INV0002491,STU000963,2025-03-17,Bank Transfer,12274000,TXN-84474799ZH,Successful
PAY0002173,INV0002394,STU000093,2026-09-05,Card,8197000,TXN-86182127JS,Successful
PAY0002174,INV0001424,STU000083,2023-04-20,Card,14764000,TXN-06710153VH,Successful
PAY0002175,INV0000402,STU000713,2026-08-19,E-Wallet,20085000,TXN-04380297NA,Successful
PAY0002176,INV0000198,STU000783,2025-06-08,E-Wallet,12396000,TXN-10081975OX,Successful
PAY0002177,INV0002106,STU000512,2027-07-18,Bank Transfer,18068000,TXN-69102279ZP,Successful
PAY0002178,INV0001646,STU000697,2025-11-21,Bank Transfer,11249000,TXN-59513786TO,Successful
PAY0002179,INV0000878,STU000880,2027-06-22,Bank Transfer,31430000,TXN-84170290AY,Successful
PAY0002180,INV0000001,STU001485,2022-04-18,E-Wallet,17425000,TXN-73041400LS,Successful
PAY0002181,INV0000604,STU001350,2025-04-14,Bank Transfer,12499000,TXN-07770518GO,Successful
PAY0002182,INV0000354,STU001474,,Card,13510000,TXN-93874164CC,Successful
PAY0002183,INV0001243,STU000742,2024-03-07,Cash,11066000,TXN-07855354FV,Successful
PAY0002184,INV0000023,STU001027,2023-08-22,E-Wallet,6960000,TXN-20104082RR,Successful
PAY0002185,INV0001563,STU001206,2025-12-17,Bank Transfer,25279000,TXN-40417662QA,Successful
PAY0002186,INV0000546,STU001335,2028-01-30,Bank Transfer,8603000,TXN-25937954RV,Successful
PAY0002187,INV0002535,STU001070,2022-03-21,Bank Transfer,7980000,TXN-32557020NR,Successful
PAY0002188,INV0002335,STU001083,07/11/2029,E-Wallet,6594000,TXN-82315546HO,Successful
PAY0002189,INV0001089,STU000608,2026-01-14,E-Wallet,4963000,TXN-71289996DQ,Successful
PAY0002190,INV0000126,STU001177,2027-06-10,Bank Transfer,18203000,TXN-31939453BL,Successful
PAY0002191,INV0002447,STU001161,2024-11-12,Card,18686000,TXN-20564093IP,Successful
PAY0002192,INV0001063,STU001344,2021-07-26,E-Wallet,11172000,TXN-58398502DI,Successful
PAY0002193,INV0002846,STU000687,2022-07-31,E-Wallet,28759000,TXN-02435119TX,Successful
PAY0002194,INV0001039,STU001388,2025-07-29,Card,8759000,TXN-79494535PK,Successful
PAY0002195,INV0000331,STU001033,2025-09-09,Card,7796000,TXN-79741289UG,Successful
PAY0002196,INV0002048,STU000632,2024-09-11,Cash,16438000,TXN-06899366XX,Successful
PAY0002197,INV0001918,STU000036,2022-12-18,Card,8164000,TXN-91854644FI,Successful
PAY0002198,INV0002435,STU000041,2023-07-20,Bank Transfer,18375000,TXN-38087408DQ,Successful
PAY0002199,INV0000779,STU000271,2021-09-03,E-Wallet,17507000,TXN-83300577RE,Successful
PAY0002200,INV0000960,STU000999,2028-11-28,E-Wallet,13477000,TXN-74341967JD,Successful
PAY0002201,INV0002390,STU001178,2021-03-23,E-Wallet,3368000,TXN-36719155PF,Successful
PAY0002202,INV0000371,STU000669,2026-04-20,E-Wallet,17055000,TXN-59103475MF,Successful
PAY0002203,INV0000366,STU000968,2024-07-10,E-Wallet,24757000,TXN-93946762FM,Successful
PAY0002204,INV0001470,STU001461,2024-11-03,Bank Transfer,13403000,TXN-87378888JC,Successful
PAY0002205,INV0000081,STU000793,2027-09-27,Bank Transfer,9071000,TXN-62969969ZG,Successful
PAY0002206,INV0002266,STU001482,2022-07-07,E-Wallet,12498000,TXN-81005332TH,Successful
PAY0002207,INV0002470,STU000603,2025-08-28,E-Wallet,17328000,TXN-58665070FS,Successful
PAY0002208,INV0001025,STU001405,2025-10-20,E-Wallet,15720000,TXN-79541547GS,Successful
PAY0002209,INV0000817,STU000440,2024-08-20,E-Wallet,4549000,TXN-02451900ON,Successful
PAY0002210,INV0001572,STU000684,2022-08-01,Bank Transfer,14004000,TXN-61841597TJ,Successful
PAY0002211,INV0000739,STU000293,04/06/2029,Card,10913000,TXN-84298639VG,Successful
PAY0002212,INV0001583,STU001043,2026-09-10,Cash,2998000,TXN-32323961XQ,Reversed
PAY0002213,INV0000555,STU000715,2024-05-15,Bank Transfer,31008000,TXN-74890413OH,Successful
PAY0002214,INV0002175,STU001042,2023-10-17,Card,3575000,TXN-23052103IZ,Successful
PAY0002215,INV0000664,STU001063,2024-02-17,Bank Transfer,20465000,TXN-55540543DW,Successful
PAY0002216,INV0002847,STU001142,2024-06-26,Cash,10865000,TXN-41380641DK,Successful
PAY0002217,INV0001297,STU001298,2024-12-22,Cash,12634000,TXN-75879517BM,Successful
PAY0002218,INV0001937,STU000589,2029-02-21,Bank Transfer,7164000,TXN-55716564EY,Successful
PAY0002219,INV0000826,STU000853,2023-02-07,Cash,7995000,TXN-35688169YK,Successful
PAY0002220,INV0000479,STU001477,2028-12-26,E-Wallet,7820000,TXN-72601901RV,Successful
PAY0002221,INV0002701,STU000497,2027-12-14,Cash,11037000,TXN-99511604UM,Successful
